	zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta04g05560	185607.070829326	96117.3525762077	238606.496541646	120056.341822485	99827.2100798017	162465.158374544	128403.519858685	74381.6249997338	149105.69022115	62336.3362528345	57920.0748675189	169121.635502535	40285.4817843144	64906.1756080526	176221.396930125	52594.7042973824	79790.6360424375	41577.7209965134
ostta01g03300	773616.21123309	717640.983700007	418829.374678165	737038.611699467	704932.855814564	835891.609272376	761572.161163361	719195.998169904	683105.04512746	659577.620085835	655789.838870938	469888.332848591	720849.194683179	615369.282735752	391021.449572465	719563.091731406	745239.548137208	785378.323878525
ostta05g00260	82088.3053297246	280115.162949734	23665.3230382291	84505.3275628989	61087.6614261101	106412.369304697	53932.1703969903	93896.2859427846	23665.3230382291	23665.3230382291	23665.3230382291	21759.2476079491	67616.9448935421	97723.966787674	30239.7840875696	62038.9927847395	96526.7832518427	70239.5116870939
ostta08g01970	71019.7816723172	115392.844905805	136131.89366396	101415.408198202	85950.8454408744	113654.002307955	53963.4785563229	101415.408198202	224614.881658069	20486.6537984301	101415.408198202	172326.426750497	56637.8667139	101415.408198202	197662.787159228	101415.408198202	115675.473232387	90748.8889409056
ostta01g01210	166735.047668635	223303.123451641	244953.667485619	234956.314965717	170811.218297333	289051.333192403	174799.003771317	174939.574967487	221921.704532016	175636.275889516	55127.8932187107	257879.657367383	221566.326379057	108532.324889552	222799.269866389	163346.231206186	158625.503816299	249487.545453141
ostta07g01580	230915.551893269	55476.1736938734	35844.6606309279	144580.33755844	144234.215171928	149987.715054203	100245.925340591	55310.3971992731	233561.243994202	245066.271849537	51099.4115751921	165781.646314151	287608.49097651	211899.420827241	116121.232206558	330509.330587353	206392.999792023	246580.382854617
ostta06g02710	175838.076073678	304020.939139808	276209.876581743	205087.062914985	340251.463759731	337674.06628823	179958.047273371	317379.591001363	276209.876581743	175850.634339963	253983.681435786	276209.876581743	197226.402146811	395146.808008092	276209.876581743	239953.559585313	222752.656970568	253575.090075075
ostta14g02140	79409.6375686724	72835.6294725313	45856.4431931557	62021.9624533215	89261.4194470179	104962.020105181	62021.9624533215	62021.9624533215	110704.887842527	62021.9624533215	56432.7067598197	78636.1700239322	50646.6151719595	100152.475949782	115165.818362314	62021.9624533215	61763.5053973678	62021.9624533215
ostta18g01700	417469.802377704	64338.9076908599	629499.360825973	209624.603789307	301706.524462444	206836.584571599	264147.447355567	130502.208005988	653998.81685599	381106.035051171	264272.461165571	670977.066307559	307764.142671344	417067.080270688	567054.54419084	183636.7729821	213025.872515702	254035.154033345
ostta08g03350	84733.0075713414	92327.7878572557	24620.8502187887	74658.873827399	79713.5727763854	85868.4574920795	81777.5287166893	74058.8342214354	33010.0638569077	34644.0845843853	55444.0931301061	28191.7697869879	61725.5384689096	69866.234213773	27466.4160836715	61067.0967709344	61705.1719232722	59597.0927214291
ostta02g03960	157336.575744236	158461.206182283	137950.389123582	147743.515882236	128730.882320124	153264.498345429	144619.109899621	149341.655392738	145006.32560722	113887.303178627	112517.466612033	123306.096933316	130243.101427549	135122.671236178	124599.188069889	150457.522417695	127626.862527456	112585.350629259
ostta07g04690	210446.392505476	389613.099395069	464608.128554023	275434.717578257	117382.834153031	278447.263680864	204072.64845749	259003.365725166	386524.790218206	354248.163855348	255277.758382963	457323.208749304	176674.664797411	218905.137199834	446717.522814536	167221.931919056	332438.268256431	301250.725220233
ostta13g02320	252917.785704226	102407.042148626	614490.115740902	175761.794348744	73023.9376445807	111484.987964949	84681.6810202071	69365.3725547903	731774.304048789	325079.855251138	116672.286838059	762825.136979023	196457.436855089	61023.9095625591	816832.835969582	156975.599745664	76769.2743318481	72960.2843713671
ostta05g01400	183994.948192247	127687.233022278	212136.327759291	166243.484015118	108890.448731754	120067.959818605	82715.494317343	88554.4190626813	199241.344923903	198744.142226156	72675.869696162	88441.1131952337	120350.108596488	269766.248331226	158326.517612923	117860.851691563	246841.874874857	131656.676627154
ostta07g00830	100249.947506459	124034.108380692	124034.108380692	124034.108380692	89433.8788486979	151189.385267972	191797.840577923	124034.108380692	124034.108380692	124034.108380692	124034.108380692	124034.108380692	124034.108380692	130339.840728206	136558.642141606	124034.108380692	135337.623676674	124034.108380692
ostta18g00950	61496.9509854111	198206.362077812	65541.2217481354	98550.18779658	115226.65012653	281780.999581847	109184.561466723	317059.788852203	109184.561466723	96171.8064988486	109184.561466723	65599.3360267174	109184.561466723	93506.034084739	75216.932792107	145569.047847474	109184.561466723	86254.7733038804
ostta17g01200	278913.937793624	303141.457028405	350789.500315666	261461.227946713	336953.929561359	350789.500315666	417927.670594473	350789.500315666	350789.500315666	292934.947986978	323361.985572424	350789.500315666	317056.03439751	392840.425414107	350789.500315666	350688.232375789	305158.60965861	344587.49521031
ostta12g00430	51415.4106984655	60878.4688117612	60880.455690759	54608.1752766817	46858.8632501961	60847.8542846832	44777.9106885952	45761.3084534209	39923.4007209071	44491.2620553697	45761.3084534209	68467.6896347542	56659.7532588436	64687.781370353	67733.9980188471	53944.0557479093	53703.3789154833	62446.4929813662
ostta01g04550	321271.958981344	215718.41241494	220374.325367813	294128.925016603	322407.422421122	270955.354804395	308385.679329564	243694.935976824	235830.411869305	291581.334580023	348187.751796596	204276.050535158	326051.07147385	265225.569412754	246654.560964256	278044.534027266	290233.205442479	277756.284417619
ostta03g03660	241006.257841341	187251.223285007	156564.013520298	274424.554099458	23472.3963802185	38069.1911204391	212139.763792278	36765.3739948656	153369.141117148	279624.031790516	96136.2191667015	107377.166121625	246686.592085528	34129.3263890346	143247.812603506	218982.447539595	198176.853813231	39393.0046426499
ostta12g01550	72047.18767902	103422.335643616	111975.276848518	68511.3071362573	73221.1226133975	96778.941617552	89566.3714799572	71226.313848086	112703.312300813	69015.6144386902	65058.0493854447	94305.3730171086	51277.1934413908	83213.9956740479	73603.4305140612	93918.0973742389	85795.6971199967	101705.562940962
ostta14g00660	433109.779971505	102180.648802988	476087.979345742	289703.217000059	351249.759492055	316795.87635615	362372.988913708	233086.948711487	454522.634957146	185911.397803418	310181.560831393	210216.1900127	302623.568988486	143045.548354728	400713.281517896	127901.112385112	119679.216374792	108629.86727766
ostta08g02520	28280.6851177828	34409.3352575885	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	40943.307238679	43944.991109913	40943.307238679	40943.307238679	40943.307238679
ostta02g04650	106874.931048971	81260.4512897693	150890.139676078	64356.9239129582	89021.7602668815	70241.9192268474	68987.7761410747	80009.5500367807	174378.166905838	55917.8070371072	89838.7699994977	108196.433893248	46858.4641841517	89838.7699994977	46201.4176436108	89838.7699994977	82038.734377095	108910.1713665
ostta10g01490	20492.3516494404	27001.7834190791	34183.8444695194	19859.39914363	19859.39914363	23943.7790745431	19859.39914363	19859.39914363	19859.39914363	27602.5989479655	19859.39914363	50920.5854936723	19859.39914363	17121.3613988768	49756.4078342895	19859.39914363	24140.475704676	19859.39914363
ostta01g06460	27003.0019807583	45509.8322166929	59255.533948017	23275.6105307672	54660.2243974255	45368.7560106504	19358.8866788286	49498.5631392101	38670.5836277983	18988.0593973494	23275.6105307672	53419.8266385209	27529.2545054421	21138.4512007986	38891.5723352805	10760.325685861	38404.0329268203	20115.9446555461
ostta16g00400	118060.450559633	33783.8461766612	154661.518760402	246468.444664188	19998.8808999856	361815.329721037	149570.378703784	154661.518760402	154661.518760402	191415.945126919	154661.518760402	154661.518760402	154661.518760402	154661.518760402	81519.6980701145	167672.383456171	154661.518760402	154661.518760402
ostta06g03890	21398.0823716333	234868.79047504	66780.2519115669	163092.411360006	19042.2117035522	66780.2519115669	66780.2519115669	66780.2519115669	104885.208063557	81426.6605169477	57673.1544063322	66780.2519115669	52804.9822782061	66780.2519115669	66780.2519115669	69678.807173195	66780.2519115669	68613.4294958802
ostta19g00240	2625.5010789212	27217.9734789153	23280.1798901647	10920.5122217103	22960.5761462332	7738.10189655867	8504.89383660522	15872.9141116692	2958.19016273337	36693.7982292061	17353.7141928411	23280.1798901647	21261.1407021318	25654.596435184	23280.1798901647	13889.4508662688	36279.9077905473	31037.11478547
ostta01g04350	275732.694921099	304451.660608093	312037.114336528	273519.795397864	244967.771254592	289325.438012171	220672.612570646	256809.570013084	324704.585568492	204969.787304624	161974.873084333	308518.110653955	221694.544054274	158987.617284046	307419.965186116	254154.950141026	171946.739434314	156643.101659774
ostta07g00140	318143.357617966	377946.41042988	105021.848613768	327139.63237898	324526.712595871	319142.920537458	247815.420795937	338669.8448798	530731.030125992	358293.854629031	312728.294235761	562515.39091385	327291.765423809	332990.683068272	263249.407992832	330199.983369642	327014.912998164	331300.962690486
ostta03g05850	156695.328514395	290957.630475308	9192.48067380105	50772.24243936	71014.8228775657	185939.417358336	144984.12767984	50906.3470008278	84709.3139381509	48041.5349692937	38488.5336550943	88052.0591810552	44980.0532290815	92528.6672127935	27980.5129532395	62389.7779074597	50378.5667751996	48109.5844953362
ostta07g00100	86110.0882544097	160490.799094276	92116.428667093	82243.5326185113	108777.016596202	181867.329753857	31603.1928029412	157671.494627059	72589.7512535155	46770.0061656077	98295.6554507235	113685.847388999	96426.3570645356	112399.590483338	72197.9110790404	122807.077237384	100549.76332809	143639.543024403
ostta12g00990	2145477.74060968	661208.372824419	9247279.29734857	1107651.86930457	1741570.0233392	899842.893603213	1351224.55030914	1207426.57857259	5755593.21302657	2089855.31489294	1577354.20113887	8379638.53194201	1842397.69390862	1115428.99558429	9949121.34040391	1370659.0795642	1164260.52280106	967823.376220388
ostta02g04960	84189.6087648423	69248.4933182047	60476.8800752534	37176.8780616657	47686.3262928481	70500.1265572961	30989.628782137	70167.9843508638	85180.9105099492	57204.9947610011	85180.9105099492	85180.9105099492	52869.2364432719	71210.2825746785	85180.9105099492	91179.1153960499	85180.9105099492	83073.190125778
ostta08g00300	201427.496085315	23655.8064618162	143789.393257626	207803.970395053	109721.191075042	126678.099798694	213755.923100241	112767.462745106	45551.257667179	146810.016926862	160637.688632291	113646.921141532	125443.651205931	143430.248307658	103879.710275478	143663.885230377	100464.967113067	43999.7502743406
ostta10g02210	73083.9608649697	107946.670235027	102456.57578357	79080.8790468144	94245.566701337	126918.811908213	90589.9364874689	86674.5836420954	121530.139050483	80783.4175377524	14509.9806330096	135164.471062107	76980.4106636956	39519.2729528049	132908.51279658	95607.0247446961	35990.0426456505	112041.673207191
ostta13g01010	282943.880577262	124681.354016329	365228.834738236	180345.886859114	199862.868619904	88929.7303230422	186533.863150795	134341.730612506	124681.354016329	124681.354016329	190868.950026696	197496.002913904	148569.156994315	124681.354016329	286457.116015927	124681.354016329	86489.6442660907	184424.481147154
ostta06g00610	191529.442691739	153536.856138923	179439.869312938	202390.048874158	70014.2993769735	222472.360563483	131629.481370049	137217.890685945	87744.7643599669	201107.292916965	172496.742930472	54721.2985600218	121365.801626182	147608.512102824	186549.042191135	160932.241695584	166072.734506328	217274.595736918
ostta03g00440	186206.150892824	153826.517092884	133891.955879967	93373.9009180644	97458.3765460223	129770.427745989	126570.856363542	70860.0054791227	147831.499879902	76810.9574539078	39879.1586325139	76810.9574539078	110752.872489006	24279.6264163272	103363.440530667	75342.5763434512	85819.0534485037	76810.9574539078
ostta04g01360	140701.305558983	165712.211551764	99628.3586296087	126552.448659818	112511.766935671	112410.873500051	115565.269782652	118000.419065186	68774.6790720866	105708.59487468	99628.3586296087	99628.3586296087	110472.500733065	99628.3586296087	68046.6485581492	100953.971637734	99628.3586296087	99628.3586296087
ostta02g01610	118663.429504181	36393.2368194597	74108.0150322384	118422.187874076	63778.7374147295	61961.9256980169	127936.140780971	43695.3341917233	76216.0831595971	119690.739381337	71498.3887659241	72613.1851788823	54311.369531126	46785.6986206899	81488.5808472988	72565.7922181139	63778.7374147295	87327.7895409191
ostta20g00160	800911.005006961	192021.657427062	690652.613760603	471662.756133887	396689.219762545	275187.542372144	738754.213996232	329317.154650259	484906.642864078	781137.401210513	664351.687413698	619246.458296116	671168.417361962	242402.158259605	716564.533145072	329390.744943323	402684.71970314	372821.738604942
ostta18g00730	85980.2466197637	95151.72526572	27313.2214426882	93919.0639395262	13229.0934264663	14703.4841971507	6292.92765019926	20595.2894021508	27313.2214426882	9863.43402146772	32862.7516975984	27313.2214426882	11789.0966728566	119721.59058835	27313.2214426882	4376.5847175591	22722.3446509186	72101.4100803281
ostta05g02000	68394.885055033	70756.7782810541	63629.3446473099	66278.6267960132	60797.6639975149	69866.668494761	70848.0696058146	67690.697102344	73673.2742657871	54402.9847765251	50858.6937180824	70339.1387118313	56545.9604287766	63578.5789708905	74203.7371602127	50543.2414817461	38904.8489088654	54650.4412976113
ostta05g03300	220482.418532394	26597.5660056009	24135.912603132	131462.236551929	57400.5765767016	40688.5382903917	17782.9002990119	26151.7892740526	47821.5612368409	30061.4773169453	26597.5660056009	36171.3782893469	52120.7482614633	29087.0563847495	26597.5660056009	49313.9677649066	26597.5660056009	42896.6721773311
ostta20g00570	620201.969899069	497003.546396389	1210344.12696757	413924.453541933	542838.977064062	472348.507232034	410543.438372698	482187.28848418	1189910.43316253	348496.945112252	448049.809682336	685044.057138368	317021.024769678	381614.216901217	603954.131273008	240359.527751912	503354.227711598	590383.527865098
ostta13g00720	278204.744586136	459189.578756733	416192.764372287	266091.472788692	350943.945041046	379604.139932777	185227.86829319	277772.788787601	398838.507455857	228854.968238507	277160.490628381	327705.599557897	203171.50266719	425746.439214868	335387.713655746	282717.99579001	216751.916848737	417445.370380644
ostta01g06000	524359.275339931	63090.1391978594	483894.32251926	581556.910307629	590026.828557578	398746.616996883	529663.370967977	479818.629649092	787096.412640366	359641.729990432	501687.283723737	396736.248321075	472070.38468625	419352.880387904	455976.209526927	480397.428537286	562683.41967806	450860.592973884
ostta11g00740	673063.062791599	633633.614557105	639141.082744666	629772.791819143	661451.648439116	708678.241100471	630824.848053857	623463.417599293	707496.950178601	507443.734135598	587923.970068323	722338.68284838	575825.652659349	588359.384532769	734325.175638381	656597.239415175	583399.343804404	597533.434597078
ostta06g03810	60109.61247353	107202.920098947	88886.9814849327	80186.9472680354	77457.6227380819	101098.544956006	42374.3624545785	82027.0703339631	88886.9814849327	88886.9814849327	65802.9808147935	88886.9814849327	73724.7271860678	112160.597621265	88886.9814849327	89090.1462168011	105225.319263729	102836.646178948
ostta01g03150	479468.415201235	156099.232041013	1065924.90365911	242394.476749278	284991.728088087	194251.872930931	343478.490199665	249674.018115442	526972.637069085	342252.319375211	344298.136845648	949139.463975152	277977.281323554	159796.992675368	1118513.93393311	170955.11247295	257928.67005995	300666.078979121
ostta08g04200	87378.2489832416	107142.970981915	104897.045744102	80007.044741815	81596.3088676327	111812.454070076	92150.0930230898	102914.251216365	107565.879978991	107142.970981915	108374.365084892	107142.970981915	98955.9233653767	100729.589808707	101369.005793696	111506.796187104	109218.005136149	78358.7917525412
ostta11g03160	353819.672586652	308725.819840133	390227.751519944	268464.490346838	347991.915453538	217407.174669662	297465.358912367	313098.337557687	465762.354901032	235634.514052633	335619.766064348	395505.345466035	301247.189092102	310960.241557682	353017.006775199	334157.690197269	327883.918141009	104743.120302829
ostta01g03260	22818.8401784534	11782.1039411222	23110.605874099	17009.6114592425	23721.0959769825	29965.9413536528	21667.3288898653	27007.6733004443	23110.605874099	23110.605874099	9651.98819543447	23110.605874099	14043.0358037683	72732.5432136364	13212.3586232187	10422.5891719503	23110.605874099	65327.8636136541
ostta07g00230	251342.823823463	367104.453532707	48315.709572216	276901.913637096	246115.649288659	335576.905355473	255428.181220122	278189.932715613	150074.284777461	191592.289455434	191592.289455434	49006.5528330728	191592.289455434	179252.557681804	29434.7877840231	191592.289455434	214644.414908325	191592.289455434
ostta07g01760	862504.753047622	970530.256277453	790866.594871081	890757.933634541	806553.029059263	888373.274741349	821851.892652909	629688.692068271	1152568.29587783	379081.317798482	673517.154020504	391371.381428853	610374.511066912	881327.783174076	576606.163176652	709231.334764402	869708.551252051	836746.336870767
ostta05g01180	70162.7773810344	109299.452032647	136552.829664065	109620.406219866	60056.4960817065	394791.77811893	148596.727096902	105333.460390993	66779.3798178737	128891.373606565	145816.902223988	91670.5312087855	49219.2915925709	216920.045808156	176993.969851067	181993.955565811	145816.902223988	119986.066810155
ostta10g03260	256746.577221977	319753.319535773	193822.171936868	240418.932234796	272620.05919991	236119.598756706	228275.324978754	267051.658936836	183474.673423693	155670.815589793	270171.782790107	200024.255224982	259375.459270802	368573.680674458	173126.103377595	339009.08867269	118259.018142406	123168.377574302
ostta15g01170	4045.70637555457	37774.7192156796	12073.2545878107	21951.048439851	35702.4401404303	9655.38566421243	13045.6661504443	30047.694465939	2438.32274542267	38764.1925391425	75401.3938343141	2634.38633353009	38520.2599112008	91617.3505717101	6423.79364072977	36329.5506775145	102626.65304446	102392.168901881
ostta01g04790	72026.1339000703	485623.947044221	117233.359307014	79988.7035959452	94692.7883358241	101600.143900466	115280.080618528	130345.872942936	115899.15819014	117214.592482771	152473.90388474	149797.629599266	119065.950042311	144622.061069806	184201.601228538	103110.895037983	117958.79389053	117720.409060415
ostta08g01560	293455.822939202	26058.6485050396	299137.996988003	275674.097066755	59943.9163805247	104992.529645936	243779.035047641	22714.8656878808	137481.688191247	59665.1303030519	216991.73862056	302569.014138041	194188.790468483	198248.764197636	281288.992666008	216080.009651767	211406.734931358	211406.734931358
ostta07g04240	93253.3043290604	92437.4428368451	181312.616942795	73234.4639495792	75115.1740449717	67494.4479403623	90449.2036166836	82865.5391132408	111645.774410013	95985.5116336317	95094.6191184103	147296.027837139	43729.1255348336	67285.1901808403	122307.149402693	95985.5116336317	97352.5411611662	94531.1602227541
ostta06g03060	772440.423385943	1142827.6116579	771332.078609418	905544.345113945	761486.839711284	950055.831178888	807791.043245733	736719.961785918	629932.70667514	640818.2824416	580149.178037149	729768.409974885	634207.962855791	698816.69979419	754706.632897884	713103.98226741	665696.249579325	757867.83814804
ostta01g04940	1605674.25542323	1039249.33653152	1970018.25760799	1337698.12016976	1088377.04855716	1290905.13261746	1516078.76366262	1301703.68903875	1458628.20998528	1327566.02673572	1131819.35659848	1695692.10505306	1018743.21772414	785725.856623436	1494080.12944664	587564.98579323	944701.705952655	854299.854494518
ostta17g01940	37367.5444064726	41303.17879902	26314.455126466	12387.0901291456	26314.455126466	26314.455126466	16933.5784813784	26314.455126466	31546.7384456041	19762.8258006118	26314.455126466	26314.455126466	26314.455126466	38414.8729333167	26314.455126466	49741.3880530914	17948.6873743209	26314.455126466
ostta06g02970	103172.172926737	78380.3322053416	92378.8337562973	96599.4773093196	88585.2243110172	68995.9485345711	97816.3660568369	83594.4043587201	89185.6367300313	86041.1344180653	66843.4905634468	71221.7087352775	95379.1752481242	69030.6141473842	82740.4955393162	63475.212622944	67677.6810465173	81691.4474643098
ostta09g01660	140355.358629715	136446.770313264	97946.8020574607	116936.35884817	78145.4080610215	8435.11460108629	138056.036589797	119538.456744882	97946.8020574607	146037.963400209	151692.464011161	97946.8020574607	124557.396645236	97946.8020574607	97946.8020574607	95874.4393112716	97946.8020574607	97946.8020574607
ostta10g00120	98877.4144703075	110474.854294333	110474.854294333	97633.6172555056	101470.758403016	110474.854294333	94697.5407534265	94651.1864846138	110474.854294333	37195.6230319282	110474.854294333	110474.854294333	110474.854294333	121822.151037218	110474.854294333	105537.148618606	96360.2597454972	81460.9793932595
ostta01g03920	296683.510813491	62477.2496345461	352279.887790597	362559.083186929	249008.055703907	250259.667267603	217061.358290268	192386.810679714	554810.964624379	84063.7332605277	240229.322379588	402091.436225503	205101.067448275	112286.746396538	364508.980922352	168956.016825826	183356.148259343	222720.253608621
ostta02g02020	97320.4322483757	90332.4135936781	196613.759950942	52458.4479573476	139085.822093918	86048.5646132467	49766.4713702666	84300.6489326837	171400.703506907	89029.9144072357	116066.220760885	230893.973137314	109807.187096964	61124.4775824437	200297.527462201	85400.8491575386	68943.5015263218	80373.3469331294
ostta17g01770	232710.43278319	274130.592438477	468914.058588861	204007.593057497	221236.302407427	237141.53424672	157833.696826449	190086.003440452	262881.328593148	198370.609948282	161090.937481803	417562.554355942	229086.395380722	160635.173043577	359780.265545897	254731.049468537	204811.025704607	242266.87555519
ostta03g05930	121796.162915292	122025.410411228	122248.785468669	82293.2986640951	76401.3295739303	18904.4534095242	106727.019389414	82293.2986640951	86062.5160373986	82293.2986640951	82293.2986640951	75076.5384739694	82293.2986640951	82293.2986640951	82967.7049741626	82293.2986640951	82293.2986640951	82293.2986640951
ostta20g00890	40310.2307911614	14789.2785449772	14789.2785449772	14789.2785449772	26524.8176233895	14789.2785449772	14789.2785449772	14789.2785449772	14789.2785449772	14789.2785449772	14789.2785449772	14789.2785449772	14789.2785449772	44495.3292057015	14789.2785449772	35652.5649143062	14789.2785449772	14789.2785449772
ostta05g03750	63178.5431837895	88546.2288280199	90280.4025813556	61110.2662899404	54770.980612568	64095.9384695093	46940.3013902292	57576.9959235193	109827.077659122	72950.5229552099	46825.2818075639	55739.9089952973	72950.5229552099	65909.638128989	83177.5093212774	48714.0586434069	61779.6007065988	62786.2257774435
ostta16g01140	35500.3674254834	41407.2210349456	41407.2210349456	41407.2210349456	64060.4497999604	33552.1927686865	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456	41407.2210349456
ostta15g01080	73857.0464636097	96603.0989632566	27396.2216652674	80674.6117981673	83099.8598651054	98363.1463937105	72561.0585597908	90417.935323616	37941.4483635956	30462.4720284956	30462.4720284956	31196.1906480704	57870.6847274754	76456.0597174252	27086.4667390058	73880.0554163278	76748.0334270742	79595.9197465632
ostta06g03090	86240.1894099254	28057.6115500013	49125.0515365886	73451.7653071142	85036.2702633781	81744.3951257134	72828.0829804843	34998.5642715168	50851.1092576747	38524.119448915	56138.4675403946	38363.9024924871	87343.6597674948	16816.9726564535	54190.5652860587	71109.4855664643	49318.8408837703	14916.5095803303
ostta18g00850	273326.982459372	420576.629252175	425211.144777387	289491.763867887	331542.176427069	422327.35116433	185077.665960449	321854.148347756	393062.744677583	68239.195517556	139698.126207189	414041.206789132	168865.256404986	225825.582327957	387456.676043793	200188.248144223	199083.509413911	340907.989791336
ostta12g01030	38013.1282304406	53232.7970746145	29400.0630349315	29400.0630349315	29400.0630349315	47456.8492638637	31102.7893681851	29400.0630349315	29400.0630349315	29400.0630349315	37973.7741430715	29400.0630349315	29400.0630349315	30397.6486972239	29400.0630349315	29400.0630349315	29400.0630349315	31662.0911657489
ostta06g00250	1002995.95810528	575661.407007273	563736.855404874	1088253.67745165	647096.511186178	719319.694361616	956842.173430763	715176.466062579	540727.478778617	551869.999740651	420547.642307471	413451.12955921	493521.858030725	274354.821864962	477708.701331311	340821.476641939	357204.472451841	374618.40741768
ostta01g05910	214670.93577686	148395.858251913	199188.705807097	151784.927168831	133702.418137899	215142.418749183	205680.348446819	147438.575413525	145159.878006215	93514.2652170731	85862.2679069008	137480.456179708	90186.3442001192	116920.783648409	152011.751613982	93195.9018115628	86783.6032092599	117633.398300521
ostta09g02980	53018.3510997918	29917.1281356129	45969.8697329192	38728.9068246044	35060.4553786007	42449.1819104257	53703.5254847978	49035.3522152604	48446.0589450617	53703.5254847978	51768.8737389076	53703.5254847978	53703.5254847978	53703.5254847978	32994.4226175882	53703.5254847978	34383.2666507951	106202.82751381
ostta03g05110	129771.569320079	72985.7150865004	180805.120903414	60579.5894968933	69581.5739748992	48488.9574022109	58974.6544988021	69581.5739748992	89167.0472521969	43035.4071179134	69581.5739748992	82587.7211834529	47388.4753110354	69581.5739748992	104213.724752355	35208.8305359021	80969.9872767308	76076.9185939445
ostta01g06270	14761.3495454715	10308.7677425137	10308.7677425137	15292.3382623647	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137	10308.7677425137
ostta08g01290	70773.168004193	81191.3257423621	72925.1478487032	71230.7276079133	45149.8824332974	76076.3328900454	65399.156772311	71319.0255238084	54518.4044579734	49646.1600056803	60439.9074591124	61203.8999747106	64015.2773352112	80955.8590347617	222324.535387183	59686.4745520684	44284.5702119956	35789.8757250378
ostta04g02490	384577.895310026	444792.010456446	529944.810427298	366302.927483769	494534.219599796	492370.024408781	360435.84932117	415915.605301726	393182.442818376	377746.3958618	484713.097479046	407265.498493314	352719.213036778	537587.964505707	494991.491365304	357280.803676767	442174.559637392	368990.408083559
ostta09g03990	34511.3763249215	53510.3595318754	33667.2301389089	33667.2301389089	41274.5006600442	52163.4908582528	41635.0408911384	22757.2618715689	47676.4247065272	33667.2301389089	33667.2301389089	33667.2301389089	33667.2301389089	37650.070416283	33667.2301389089	33667.2301389089	33667.2301389089	37465.6319096816
ostta02g03540	158685.202552026	148969.200037374	236551.134912567	194086.933481573	125085.798213856	161657.568220146	163080.245160965	138287.039113096	245882.316537432	155339.549825177	147558.707850426	151221.416984421	172398.344954522	122167.882773128	150730.0645587	181285.600429611	177002.077819689	191271.575583021
ostta12g02540	286053.063039495	434771.673186255	310008.179674437	296384.491226795	331451.460751884	354177.034128142	286535.613026807	209039.873071932	373201.323061034	210576.330322876	148708.148759672	113578.914888435	232174.574834471	280449.504449449	161672.322235578	287960.187031206	178262.127834199	203141.189605485
ostta04g05190	105532.257477547	89547.0522621759	132347.956654764	149731.096187424	104142.729855007	85882.5326882207	63655.7297869144	85882.5326882207	139065.404215917	111720.701723978	72872.3198321945	157250.310621771	85882.5326882207	109067.827847709	70905.8885293225	104192.535474385	76058.2824603739	172594.999888182
ostta06g00100	338005.008729289	303482.166306367	4357107.2197615	464465.110455121	495277.228820207	435771.553972804	837545.966050173	879016.361967211	2058253.44039818	1157117.68559084	810681.188988316	3460664.36490637	1019787.09069642	780098.863945717	4476476.26778033	812953.206929866	592894.916103988	666950.971125586
ostta11g01880	69842.7250420757	41892.9848846437	10703.5440089045	75436.5807129554	10703.5440089045	43412.4119742516	10703.5440089045	16550.5622740946	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045	10703.5440089045
ostta14g00055	633801.766520475	874054.358112503	532515.680882491	676593.241615743	668957.794837605	747158.713892944	628926.158860209	657660.053573099	606157.260075994	584312.967683102	571682.399856671	589851.151204583	622383.420156221	706564.31195478	558771.332874584	741501.618506531	694323.99456934	793762.64597897
ostta02g03400	182323.691589969	22057.5276269508	460621.601099254	271924.663630177	271924.663630177	271924.663630177	39717.1170258002	271924.663630177	287307.891453204	254242.297478444	84779.4054071194	348134.083797262	211269.534793273	271924.663630177	389339.64578235	80720.3159220764	89011.1882557901	218270.028593065
ostta05g04780	352800.992284432	549989.415246392	544645.752100837	433692.144844231	525262.610645545	470137.137070419	324419.989125355	402301.103873834	499201.170916656	409917.429948379	866048.520582936	473604.521797392	585120.626455481	788534.809532541	518013.834070489	577360.320898584	698535.248177487	569197.918222388
ostta14g00060	257262.601658456	351455.229657274	29856.0799526375	200436.271581126	305801.925642492	314304.099562309	147027.595373964	255085.579220166	20265.50474851	143351.119907275	52374.2403647852	86541.8363386665	155575.788537312	414767.897965339	26376.4452929691	204130.301785958	84259.9310784374	358969.080920817
ostta04g04500	216781.442216413	266940.076429986	106385.868467169	149101.423786562	134980.446986312	182845.350575504	143317.486245785	157501.598225804	124049.659471406	121905.410149898	131200.713497488	80274.3059357234	125393.200300636	158701.714091413	73366.1135195415	148144.300073017	72780.7897945199	171153.220041025
