	zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta02g00500	854551.674523383	672672.245880538	683140.557544392	742171.557917744	892560.932082191	731777.87179315	566841.214321047	674464.226583652	626899.459183783	992731.497044263	832505.013940496	768557.698838094	963012.757696173	604736.065096149	565834.381322954	826220.225316145	780570.100050834	812109.476964983
ostta14g00100	1254780.50000724	1060881.32614976	1456191.79664943	1257990.72632995	1167659.29618237	1205744.87362169	1230873.12108661	1117827.92530409	861481.663121995	891933.181890286	941074.51427054	1185040.15337904	1167266.22663083	728194.165849925	1211055.61683753	907708.08869483	807980.509160155	1072500.65455103
ostta05g02300	1378270.56356592	1672321.84441273	1432055.88604537	1375209.16771757	1347067.97926804	1519964.54596105	1312528.10180223	1365203.65711822	1112645.70460872	1085539.48151444	1198951.32705638	1388421.5985114	1246308.97185872	1340780.18503542	1413127.14200032	1390383.7013099	1270299.60224373	1403525.09382557
ostta07g01910	192795.997227207	219381.359336445	302667.306641223	208047.073059545	136533.180257767	207291.670703584	266711.185296235	122735.929069327	137595.295794377	275981.762577592	145924.014841762	171271.941630493	355864.042598216	440353.804234149	221526.749871518	244320.306822572	203543.793886104	175136.763573225
ostta17g01270	3747862.53819536	2329407.88221676	5546225.3270941	3039956.91855506	3244356.3172898	2225365.68843887	3598768.20934488	2668876.12073052	6727943.03043905	3106589.80462938	3763191.71870368	5102972.95342238	3820673.08953224	2912733.01330185	5620249.04808991	3328411.55243046	3866192.73545707	3862931.45829058
ostta13g02120	578317.900177491	87745.020958785	239919.784431918	505440.430598071	350744.858403783	292488.115220031	445006.826904612	246707.285139257	305373.631328383	173916.5982856	306912.249861695	114822.82408422	449892.751212105	257120.863238801	177726.172941704	325601.897257285	253445.151673704	319284.284893145
ostta07g00070	661974.606025217	763350.634693056	540485.416727548	722589.303639575	719431.72321533	820182.559420083	644727.70546153	660883.596965346	638713.453161606	477731.55463252	448310.611195846	478444.459583295	639567.876052848	755961.942024897	541593.156245381	662596.37327805	670754.600542041	692012.456314315
ostta05g00680	1178350.39457093	740797.523266506	616224.714127994	1104487.50744319	876496.804214484	835591.50977475	1055289.37394493	1131443.96186917	680342.130736417	1288161.47788909	1123463.06993542	644089.532353085	1307683.04804654	1337527.71624678	850848.386223306	1358727.56194337	1217996.93044248	1249588.60441777
ostta09g01615	846316.171094029	709026.77778475	2647453.22182069	614603.062960446	686420.456233039	702147.558680952	394148.139585469	611549.704832846	1696201.90833745	1070164.65911821	960640.575405739	2074261.64677122	1062725.92154158	708369.81127112	1854005.71356917	790549.709924251	636850.865956401	788912.008466361
ostta14g01160	1376905.95351324	1908132.29892136	1101030.45562318	1170589.46376615	1424217.33170065	1489742.35674802	1407580.47500954	1517487.98612912	824443.860630671	844793.914038086	775784.554931121	584714.14212339	1050961.74763145	1531869.68928476	998505.920038249	1423564.39550302	1050837.68926557	965472.113406889
ostta03g04980	307239.639776337	265826.640623345	399561.534866384	218418.333295956	239112.004875079	279943.108127463	239106.269944954	229624.235267099	273208.697780578	209300.431099623	209006.243886534	279364.099462543	233776.554167228	241691.11904805	192603.502083435	220275.314411561	224722.934628603	237851.884370202
ostta03g03520	1035796.48445241	775903.309959722	901877.45635435	950606.651900379	855361.266982031	669325.400648272	915290.932317952	488284.141059426	688411.094084829	817253.36903705	515479.302116086	953448.271805129	1028150.03548418	536896.913094745	992706.793310913	871697.925826088	632802.894039387	860957.172544429
ostta01g00140	1931601.30360261	2188197.48622484	1113557.57250182	1867754.71613676	1963662.397007	2321819.49363199	1986221.36786852	1881272.57071306	1447287.75044099	1178269.46773655	1347389.21317366	1374791.41676861	1401807.58053973	1482724.93799764	1341011.40251775	1637885.93503054	1390391.0493244	1417625.65273019
ostta13g00090	617085.881394101	896257.324033034	1111134.96415811	996127.944441736	835944.914099008	897843.943279051	426055.643502963	711096.169323724	1070777.92863739	573879.151925203	790486.956570057	1075183.5310404	706057.784476567	949095.702653619	944467.034015467	762934.953413445	579933.335697553	973530.740858729
ostta06g02820	262611.773975861	557263.493515925	260377.755174177	369269.07925961	448433.057623361	314809.612832484	276068.328029531	334439.402463278	341239.793803866	64746.6913349011	17799.6295347451	73719.9243445872	84285.7937179366	247006.447421944	347648.183412449	226278.42866286	91851.5108814314	81184.4584971988
ostta09g00500	3080760.55671802	1344420.42917869	6032572.93979438	2549226.92297164	2994347.33494236	1976678.34462064	3144655.34549909	2543021.254982	6202875.39114308	2928513.33660058	2843787.85437438	5981150.83699271	2991404.46649077	1644340.3781089	6224122.5458169	2601306.25657901	2488277.15116292	2047406.28904515
ostta09g00110	4507990.30394331	3190119.06214013	2496056.25882199	3630703.04035809	4089469.19772054	4102432.85088457	3871757.7087018	4096263.40559283	3230910.91708465	3175810.30929569	3747419.71716446	3101817.06351749	3588108.60999454	3333431.76286651	2776871.7640313	3731979.44867766	3033354.5658653	3504008.6528001
ostta12g02550	1409627.51686451	1771896.41484879	1125150.24571638	1580209.76887169	1431540.62573777	1626064.83638275	1451409.74848152	1535182.12914669	978660.707093458	1382635.81188969	1548464.68276547	1078741.70994196	1521159.24547053	1907459.32037493	1011961.23080688	1891518.08407971	1639042.15506036	2231471.97029283
ostta13g02430	3290229.36559332	3171744.19924115	2655674.1860188	2104477.56742022	2545834.28201869	3511660.22569455	2881209.34725329	2017009.44259166	2557755.4277281	2399067.52233635	2047495.71850505	2802430.69134762	2508732.90133084	2056762.82124334	2775705.91372787	2937607.52860218	2132653.09497798	2494175.57446346
ostta03g01690	2597673.51465839	1476700.624939	3058213.73708551	2133076.08289451	2397422.45027942	1834409.54793712	2596806.6258352	2004466.45212851	2601933.90684244	2398926.74565026	2350542.07224871	2791673.12588503	2297942.04784122	1667976.18740741	2600555.16987967	2020873.46225603	2290983.09804206	2146562.7507824
ostta11g02110	567360.577194718	910583.299556946	212235.297037774	348059.825956519	436226.112265807	759403.146998988	378525.927995751	203926.334183725	273323.199268194	253411.717800966	343948.118204253	218949.427391346	418464.622101849	1158284.83299756	271963.236941836	603214.050958204	398478.971137306	545683.095936577
ostta08g01410	382912.05169725	811802.448870379	313833.43712552	552010.386807782	641247.57095481	703798.686397724	346339.784540233	395994.230177754	465501.808656319	502354.643931415	347347.730961673	407093.863520672	558479.409593667	669375.574518257	507892.562604143	613872.513261184	518243.256183145	620874.343490092
ostta08g00840	1773908.74121072	1017200.03903931	4932761.8765359	1242278.45622322	1210715.97956446	1133941.78228341	1123384.59945843	1040285.11893678	2520849.91728333	2010947.82687246	1639491.19551782	3218921.85866993	1833643.57429183	1231114.91120577	3992831.20733779	917780.76999447	1363296.38957011	1366595.25679495
ostta10g00150	835416.100753521	1467656.47552841	557333.537054238	903500.667678255	1190589.03200276	1403790.94288394	746638.745136722	914046.840990895	851004.238230513	427541.612108963	353748.730087262	536327.71130779	718268.897182271	1029479.86160161	687334.913052965	872496.164596568	766413.637211045	868019.961987416
ostta09g04150	644442.320265898	243055.125743034	978454.58650269	423516.2194681	731384.729076524	360830.407306661	397567.608709682	509970.179193239	1413925.98145969	480099.075995542	559077.399113655	1465837.96972794	719760.460946358	323517.270411294	1264946.69507465	740719.606411298	556089.973290028	403983.902994584
ostta04g04220	748633.975631359	383286.986204579	1477468.0588719	752104.114838754	700541.677399633	611223.030452269	632461.061311777	407722.570158217	982190.057734726	1014963.2324725	782076.083299126	1038007.29341031	697514.013055703	285305.407854408	1108414.72227836	717652.217421847	771059.836370698	299711.04908988
ostta03g00430	1777956.99229766	1387900.52932314	1194814.43584649	1811806.90298811	1619444.24391389	922899.332093968	1380671.98446732	1504742.34221887	1083075.64155956	1857452.93954765	1533381.40287077	1224543.29659502	2153341.91536376	1722827.8470711	1209911.1774015	2011056.52509078	1907138.74312101	1783876.98402412
ostta07g03330	347411.009557762	290475.91713911	256937.204378879	253901.788875825	428905.83439369	330986.449003494	283957.149030346	313769.531758066	285244.278334679	370620.069225802	378824.655688921	306758.080700761	506702.973656593	330262.811895886	319292.262305946	469424.557781896	365226.803758185	467179.589664497
ostta05g02090	102628.383028093	116547.745419591	60244.7737899238	227813.237241061	48810.9548055519	133376.561242047	48047.735516878	309601.731104186	282016.131529406	414323.645554401	64884.4387293383	159693.248469959	513786.074293507	198282.305065792	126859.386548339	242495.784930475	337240.586549943	374044.009899417
ostta07g01820	247971.729882804	49367.4759930345	319812.834046945	133050.122708354	225869.695217448	66774.9921668294	234612.385176638	191273.690434122	551367.688899487	112444.416441355	124422.700454026	415619.595079624	188334.552757203	41550.9387924394	339677.018457097	295709.599909375	323661.217064986	399672.09769794
ostta15g00180	595299.741522663	860183.891720192	554251.336120845	718402.39235541	646503.740284667	792189.13429198	508309.090305386	642909.788329239	1016754.57830997	595850.44373784	650593.661662827	532336.827523669	813132.798704865	1129755.93111375	305245.908826127	998016.2150303	1245356.41818598	841251.657927698
ostta08g00150	1528017.98793161	1941970.15697462	852673.759379611	1533175.88160754	1584248.41747087	1848856.67976502	1247251.19697027	1168744.00728973	1458824.21917358	795252.245403301	979109.484285757	761580.98776	1073791.80586751	1419576.48692733	705968.730027986	1469592.14508585	1300669.81896481	1372350.77233143
ostta07g01290	4196575.04158045	4941284.200079	1927330.05913646	5084101.50362714	4526801.44555509	5148478.54567794	4862683.07185006	4759599.43929388	2365933.96868155	3833823.00729804	3884816.71462599	2024459.20896344	3857618.60320683	4645453.39985794	2317701.95778772	4296096.2921827	4063421.59504948	3678761.57566716
ostta06g00320	202396.511514683	420581.7238348	259707.560352346	294492.076902506	330131.018916538	346759.567206517	189500.578462749	269126.127587059	341751.646524308	395953.065672645	292777.950940737	379985.448951472	272453.57063972	365626.274211764	449643.922540494	452204.30996352	438185.196184159	418754.649363274
ostta03g03930	2717629.55402539	3236493.21030291	2222864.18886238	2568788.29725742	2662754.62130568	2941074.64465757	2474307.49708901	2702960.88820903	2463640.89239741	2293329.60326799	2190297.66075198	1817006.37033678	2433903.88207893	2827545.64326169	1955484.07110647	2650592.32343504	2551739.00001281	2618443.72500089
ostta09g00400	384301.814172564	429923.219375088	354731.511889439	411309.28974662	260120.798921064	495990.411137714	311394.539900604	241643.933549456	376463.496846138	306575.205617258	332139.129261925	315974.962508153	331236.736285194	418566.387004668	383797.661061205	296825.639471409	319840.117783115	460419.849599561
ostta03g01430	674618.360500325	886445.872825395	894307.301989475	502573.397038857	642980.461268377	861360.433776614	687413.553569739	634433.172136456	433766.730326143	523691.518020625	394383.74738064	464426.473215117	494345.530858648	380704.550155313	542017.263033926	774534.074256581	452227.877052615	583056.898513999
ostta03g00520	338937.300777305	382966.342513042	520576.788573325	455074.247097088	452089.419166269	376637.184749627	331690.745384761	334853.686598289	543182.057888666	395482.701585617	356142.406639831	619315.273687391	517699.298332114	432856.885927532	658394.857264997	493153.549391033	409418.67005196	384631.573232851
ostta20g00260	1623847.80127814	1874896.37813212	1510938.95169452	1794964.01373231	1595658.93366274	1666404.84816716	1393770.41109702	1726246.8194396	1130999.36614074	1500496.72749283	1334550.7567988	1213428.68148966	1506790.80503731	1775580.6004464	1668423.82613446	1442459.061391	1528811.942048	1532635.05163108
ostta15g02350	291979.557360302	313864.501495576	362428.835551672	243443.274029105	183723.013510147	349060.182033414	142186.314971019	175561.735487034	373866.516549144	292256.779607898	178641.05237919	446997.170982204	359440.467834985	485064.325623089	407207.849047657	376630.820985315	168698.979449325	307131.95455266
ostta01g04170	1822849.20245697	2201734.65678255	2107614.34103155	1823661.59079818	1922943.58085963	1850541.30080533	1824633.4114204	1859905.19821005	3099788.87157628	1418962.41480984	1446881.66451464	2803150.86614813	1352674.21419638	1743106.6760234	2583511.71022795	1731976.83744613	1730452.16958968	1722275.09826991
ostta19g00640	171149.944997219	277520.131460118	224032.991071139	102796.333791003	199199.063454831	37049.1667793493	105557.912572189	88502.5054521394	218383.352561381	460319.581555828	361980.834987448	227973.452222483	372999.541881642	528099.932831162	250373.611452724	328965.777595632	429436.577436998	133880.870839024
ostta02g03700	542349.794483899	237185.601529943	608830.880799692	283314.99176722	386909.990381667	678574.395108742	211933.164485328	154288.479208216	797691.117955906	88666.4725502399	78874.1233162937	277605.757325238	219667.051322446	330135.715234142	691857.282244984	258211.712103101	207928.744546288	262529.145137055
ostta03g01150	720046.060976476	473610.336845526	604216.263678923	645744.932550622	477443.190884746	481978.396614499	701427.268961422	619110.173241511	677023.974735285	620620.31706312	704647.854599441	621152.479102225	764716.759714896	615411.989779361	636866.509506264	770633.255010621	505935.018799584	718642.701755026
ostta18g01520	772305.674278203	682903.586242818	783375.864752025	618791.796037375	801578.937978438	667014.433025798	647669.592437147	675712.921282895	1731454.71594853	911717.648483537	867352.387278633	1375880.55535136	999701.526058449	1047814.8802479	1081035.70080545	1067466.51122042	1176371.94717006	894356.571117737
ostta01g00980	1353629.11662085	849071.248822423	480362.577351053	835024.288611406	1073556.49233686	813795.022348457	652522.003507656	764004.560416466	479146.350730385	939276.819891633	1271489.01420397	521224.42225242	945197.768187618	1156583.66778058	269556.215640771	935445.248348385	911071.462465319	432597.087897298
ostta04g00880	395090.121955447	626905.42149263	151496.37435386	464556.232679146	327673.664971476	228092.920870523	331665.935809036	417397.745313547	274116.07010559	260064.797491438	210069.830732601	88841.6116999875	312428.638264894	278946.00177234	288105.512045129	461009.025683752	246704.167531659	199861.665733363
ostta12g02700	1261482.26130982	1176810.34114308	304416.994746854	1339725.58558752	1467250.0987418	1382384.00113501	1495661.45136314	910896.834888307	417572.829160358	994041.535591136	513273.029544944	597203.935162325	1049725.72220041	791196.407788694	575060.986142128	1149151.08910002	848101.759093549	746348.01747528
ostta15g02450	368097.924233414	812318.627541392	334619.799645468	625318.293053681	667305.60571983	598277.261563909	365910.534994499	586393.650297907	402669.989323819	277661.317681307	244748.26058432	217165.621150385	420279.884893291	554864.582681328	317693.129110131	705566.979874031	490951.362517622	408564.098244818
ostta15g01950	906107.292115609	1319542.01099755	735216.350874864	1041235.07359417	753290.836101386	809818.180849301	805339.124341008	801861.29048213	819762.584633426	1138003.06502126	1276845.47810743	797618.344795299	1180046.10186417	1524275.11865855	941543.041025623	1350974.80813016	936123.273218208	1510576.38415893
ostta07g03980	734010.702198022	925233.281728217	413732.609847949	669811.349065886	782563.463753139	869036.631926031	704196.858796094	827373.147077925	602682.448399756	579629.799628133	643292.878734482	1252166.70398877	640265.723454076	874700.910151447	622652.844535473	837146.093007494	593728.495558193	561333.111983156
ostta18g01090	1965310.39314872	1692882.46078496	1196600.79543061	2134426.97153205	2564847.56012289	1896097.29840208	2346774.87602944	1932214.57144714	1330362.47936125	786329.432795921	541595.440025072	907475.75938437	797238.489408959	339822.663786621	966671.895595331	687174.317787721	543739.885169728	1315424.37622178
ostta20g00950	264901.995919964	427924.371985586	376408.129863215	157445.651722162	149620.604779577	188897.255078561	156869.540483192	157038.700307856	171873.893676596	53781.0564435484	137571.92027471	234406.354792747	221818.952843411	199124.123578482	293068.892323892	255568.064831279	21210.4837951794	165324.894760257
ostta01g06080	957012.183295297	758683.438590358	1272804.45583036	750835.831536943	931071.737086566	784461.059497487	853515.74680898	919419.915427447	1329926.28470632	746567.879539129	833548.887198457	1055815.79545422	1071285.33108763	739466.73073743	1004256.5260202	1175059.13289958	911413.634159191	1023211.05864901
ostta07g02820	697069.460078888	499027.401848679	1197868.5241458	656263.517671094	598899.243785506	551653.754916673	551512.860269241	600792.36112101	1235746.31904212	726792.850507902	805002.520677716	1188970.31829178	681605.303478114	355979.770790954	1244078.50347222	552255.910241555	528824.543893668	605026.184145488
ostta05g02450	669869.109218245	782875.783171603	600676.972508212	751908.559626776	494960.302995969	717939.0561227	569855.589471609	712603.528669634	544331.265155214	826063.613340364	548911.430216734	685961.32426662	822228.951085546	816953.662110877	787268.150320715	819257.082160217	661400.513525323	699482.737914182
ostta15g00900	3266438.70876292	3808267.50038171	2434850.08768038	3470006.21974766	3807514.42577939	3702484.14272755	3148323.94683668	2804523.31282535	3159436.40209899	2335013.79447682	1543685.03675051	2361402.11732594	1756255.60768126	1744224.70459521	2749946.62185162	2640115.45404647	1858641.48555903	1884515.64371416
ostta16g01390	787728.700104473	527726.215834783	671422.128748996	775003.461754223	506682.346084262	786972.571547705	702451.231856356	478576.123200232	616531.093863276	575614.45137315	531315.812025041	677795.722463678	761341.288053366	707894.449237419	687181.688189542	672008.018346222	587131.721522301	546280.765002702
ostta15g00350	1675578.75860527	1406669.52099081	2287169.65309893	1387287.89283159	1593911.43398086	1334007.61305177	1595633.26092481	1521170.63410455	1593698.07084888	1640879.41139515	1942396.13480091	1649861.78315226	1858964.31886295	1318323.42174414	2470868.23729224	1489728.23110365	1734360.24638925	1651943.31982924
ostta11g00560	580922.301844529	727973.287924662	445893.014866616	505212.099815657	435268.563467765	672303.317922242	570225.255142912	571335.973455302	419179.892301342	490431.908861695	460098.75247823	449641.315877959	509906.029524755	635391.131988624	545711.833985947	564119.184108882	347355.342758581	490441.899129631
ostta02g04090	590657.504302196	466755.556871054	201907.944122626	247364.0261471	614628.09413728	548465.254822501	356783.985925895	462588.224157934	229543.962833946	259541.789804641	224928.842969875	261573.645308401	310534.449674631	282232.929740965	527151.642698497	165799.329997554	226447.454201813	455227.993528886
ostta05g00230	594396.466207282	1691557.56632429	1164530.14975525	658576.134194227	1361480.28095915	940183.585370724	764624.760947585	948032.551787702	1566638.15410346	908239.977857696	734527.993776514	456399.027536105	1255697.72572825	1066238.41301129	351191.532963573	737782.234606117	1206761.38369339	1494611.47838184
ostta16g00660	534813.169917878	668881.713150702	403489.743838347	519788.965314192	575827.537260338	580539.835057844	489770.9596984	508103.277278426	330117.070852235	456020.758356743	379691.001607871	305507.907254233	505922.645559399	576625.738880253	299297.712673615	548930.904835376	419312.584822334	534759.968229867
ostta15g01090	299632.658017195	294379.634442997	216721.827728543	329808.209468038	199802.403968897	343094.47944081	312110.339167754	284347.103512964	161013.188186348	300902.009507752	480983.898256156	116931.79261351	354157.484948953	517317.553344452	342884.683710916	321290.371947211	357383.068329682	402359.16392376
ostta14g01010	1227882.91404682	1493317.21691144	873073.44526862	1209430.91883818	1284438.33361908	1427929.70851872	1226070.93070272	1408249.82851155	876317.729034438	845881.522267546	1069235.8393469	1015424.64159453	1195687.12902594	1367158.92870182	904897.282037787	1309284.26283667	1142792.23643144	1258197.60751681
ostta07g01270	983997.142303901	1315429.20886587	1703046.47781582	1112164.53001291	1016918.74946494	1249632.60208986	937018.654165625	1026257.49510103	2131084.94974027	1387367.7048011	1268512.3587476	2202375.1320917	1275358.79744444	1776560.47495224	2257968.76410061	1677325.10386859	1286721.74849844	1519539.65733602
ostta09g00050	604543.829257094	64950.5724248999	720218.89301935	342260.060152644	206460.80523884	82497.1503978596	362592.216528513	425113.872151782	499751.040985646	597473.643309327	217831.516442781	790235.704075869	557019.070067676	53051.5227840639	637430.507590177	74671.6024598623	233169.118595325	208290.003791147
ostta05g02930	7887366.50695313	10865202.664139	3560686.84448436	12034353.0016222	9551337.61055432	9379154.52106628	8773377.44668999	10010237.1451028	2887710.13807558	11150133.735293	6567890.70233515	3650418.76486137	10419178.1241502	9856439.59764091	4310016.20901184	10207172.0668745	9173677.7807666	9490365.32540469
ostta05g00490	724945.624370723	795928.399976745	965066.012916644	761410.149242968	748750.864022319	990524.497693516	837262.680813034	752390.982594239	1136847.14452161	594080.2519226	618922.524119298	1084293.37328432	577093.688925613	752789.782321004	962158.658271994	793304.818756765	662685.654327103	608895.68067268
ostta20g00140	2440201.29600112	1443506.5670523	3090799.431516	1913133.34589093	1275963.97640658	1719065.81182924	2022622.73860913	1809623.37359259	2852635.60126774	2673384.25420326	2354735.93983361	3100679.80601638	2605121.90529647	1494508.32389352	3284911.8375446	1467472.45228535	1992056.5641063	1975308.8401853
ostta17g01950	318107.618268045	334679.017724487	278185.939653573	342424.350586606	79473.9924976081	291536.354456954	239066.473913737	185115.138925778	376097.821612714	221307.907679839	145518.385975052	323937.952325811	402987.387746161	260715.478566178	193809.309278103	419748.611093482	265808.735200964	254785.309518277
ostta07g02110	684526.513184853	794007.640395058	546838.24708183	655477.579129013	639625.957164711	837750.170426671	609205.946390183	581285.965352201	570607.810011721	514368.115122674	537322.928713216	414229.003396748	648204.965530222	650075.558512768	413211.575433102	522260.753618686	460519.471147398	608931.339689979
ostta08g03740	1192428.19325809	1443846.73543467	194052.943033553	1245094.47447303	1306991.56123054	1399408.23726603	1254471.10150869	1258198.81238949	309491.723242611	900389.673692755	1042367.84253111	154302.139350964	1117161.00397702	1274014.40401182	162645.499599212	1275235.17284906	874406.524546086	882142.144641279
ostta12g02290	1890219.73029811	1960227.62760095	666787.28347291	1560336.32849157	1572941.98569216	1860446.50510447	1893446.00824079	1760966.16197819	154625.964891115	1654299.98717282	1425875.08079534	628718.923162274	1763184.20104606	1760780.72095835	839467.679692061	1767364.82669357	1488168.61387143	1701190.18678119
ostta13g02010	667096.009210876	1328935.77366357	496577.100371087	544096.895412722	951326.10674175	1220118.35577263	1271558.40391428	1138526.41235539	239752.912903953	1098242.56274602	1252671.56210907	315194.544110757	1110347.49588614	1550379.50995791	348202.203615954	1094250.08535363	1231518.82755964	1534159.92462097
ostta07g03640	256742.84612082	549354.93025726	239000.469127476	121072.641752686	404915.427201152	668098.477924191	87824.9134689508	234876.759531939	47252.9814166717	97685.4025259012	46930.0833078792	18901.591288238	64584.7735464525	346359.206106192	12920.7589127074	362028.383661147	356421.502668198	163582.781457637
ostta07g01200	5113694.96121882	5535405.67574381	7174257.59962056	4760641.49684468	4605611.01456655	5275032.30340414	4356618.97501262	4575949.9746409	5907943.63912312	4476077.4570599	4487132.4564445	5391831.47882682	4864933.71147338	4744522.00472135	5431981.89425392	4002233.59479012	4384328.54491647	5014101.83824072
ostta06g03750	470609.736911221	465390.49881115	812901.710470464	190619.689258794	510936.049181263	340665.264410341	327282.35426235	397189.006526874	715430.536280663	341867.61112646	371054.226294104	721693.362787656	288085.861676342	490765.142349451	857701.001009375	560097.60508883	434105.241335597	417048.407180792
ostta04g03810	3295793.62987927	2409958.0710141	2830523.77803454	2486517.01941743	2414756.9108542	2728488.50784079	1925537.68922999	2233982.47305189	1439957.1403732	2683744.66043881	2614787.72345467	2396409.12109564	2643156.59129153	2031406.73919247	2331909.21913592	1319593.78797192	2525356.18358145	3191800.04610425
ostta10g00545	1440443.36314543	776988.176494568	966233.166277524	1426976.67102666	1063034.49519308	788919.098974717	1167878.52816326	1162931.59201297	914844.461895308	1435770.27976946	1409218.28891343	1020173.68377666	1446725.92249575	703165.940760748	1058477.61299598	1314109.61533516	883341.209796808	1249771.25212568
ostta08g03200	390019.115494538	214830.491909927	393903.312463115	236375.227456541	477688.430557218	458816.990988287	164929.565713046	458278.048225603	277764.917455038	452927.899132016	185047.855726587	116208.061696432	469800.656515474	590028.060146803	378322.246106427	667512.167687692	532098.425002537	284230.80980608
ostta01g02650	315298.70912524	54984.1063615151	313886.780920065	251263.318312307	160968.758101073	102822.317521495	325885.883243249	76012.95587455	251623.318496523	419330.473123646	128543.521827949	308757.092092217	217793.779589426	379011.877696124	661310.383119839	525419.152022606	79704.5472301996	153859.738342889
ostta02g01730	926759.014197132	726962.308524428	846168.766103937	934378.583242782	888996.987857895	839615.654465675	877024.975801808	819369.241215618	1196801.57818005	712904.288525678	750634.973202605	954802.801033375	737851.827114412	596439.353325123	1009783.49964757	781292.383894832	840479.22815918	614623.459651933
ostta11g02190	506994.3840097	463458.602449457	321270.899791057	533011.039233728	602154.288120009	482071.379826897	529419.042733642	386019.7325464	566274.362091049	480603.343482196	424038.905081386	504722.829429694	615554.948129815	568427.047665105	488290.507317187	625500.358129101	413231.758774762	424491.27348294
ostta03g05130	103283.965439321	69973.472832219	84959.9197553374	117608.896536652	74407.3774624893	77410.9085865168	108076.890036472	92899.9770632669	73325.9798319364	86581.8137168374	92767.6089645296	266522.243957223	84471.6511481422	77723.5839129554	443606.160092434	84883.5899672832	110132.951086129	108048.065703108
ostta03g01190	4595949.92981024	4237641.45331834	3252900.93242055	4675205.27883779	4272244.68019529	5003086.11869438	4636589.04885247	4136358.94429296	3280328.62315315	3147842.77143789	3563033.44022564	3031520.1453215	3962083.44159078	4617914.36671523	3543898.32655638	4233167.04482257	3344814.37404009	3253933.52429372
ostta12g03060	5488883.33622676	4576258.65944478	6432678.13627014	4684015.25049461	5115005.46600145	5219958.08415662	3729482.86524163	4545058.28678177	4736124.26812173	2901145.07241945	2620958.50229761	4286641.26060181	2539381.17639976	2373829.01634848	4413992.32140857	1761097.49369818	2636245.68658101	2782052.00257522
ostta10g02160	2756182.71876311	3331030.67972235	1979449.76485179	2618137.3124488	2437167.46891459	3170590.32248151	2558527.33832108	2447683.07026469	2082784.02070204	1818536.53072086	2045445.21530977	2004098.53120993	2386853.50516791	2660062.98177674	1900408.60203719	2614392.48635864	2361028.07364053	2392897.49521031
ostta02g03640	1667859.753621	2026286.70728166	1464809.77683982	1735475.43389482	1719739.9533428	1988866.13210278	1356698.66887904	1559446.89844449	1708075.75631858	1222175.65082654	1232951.69864219	1284296.19370836	1396800.22650575	1853621.84994547	1286224.96166222	1562821.24326346	1674000.98369756	1798310.23762531
ostta08g00800	161362.927065232	257020.911500548	278560.883290522	160459.560089057	345789.207369349	218910.633573629	189875.641375656	193371.299285797	276173.860415782	91126.2820632603	70455.1685749088	263933.513285642	274990.795534482	203062.666890203	216422.857525606	121570.920739393	219667.411353086	149530.459748453
ostta14g02310	3665754.00637584	4381489.95168506	4928130.29787243	4149594.58206868	3614816.50326131	4113069.14713199	3790510.19846566	3894647.43711594	5577278.69291077	3717411.14544014	3796584.89848924	4472424.31508587	3712611.98546351	5082151.30338401	4574740.70615361	3695919.91753788	4172551.09347801	5201007.32279111
ostta03g04940	465208.838076793	553905.649690562	588689.626488396	464427.351920117	500929.28104429	563139.309611248	448309.299073951	446106.262850904	536581.313229826	393534.890072801	357176.920008987	626253.208219027	387912.438695143	453885.569883853	475818.331627509	427895.371252543	475280.240185378	513747.963990287
ostta11g03030	2670846.08606211	2776971.06082251	851384.93019376	2325109.6278892	1463544.66183294	2560980.46438333	829891.647961258	1091467.03598976	414333.785700929	1907458.27253848	1648325.57385942	404697.650300623	2659796.34874947	1837031.10809575	374589.923717555	3054140.81916158	2219698.09169035	1574229.65386372
ostta15g00330	1154610.44334699	1376865.68906448	1239061.81692985	1300459.68727592	1233962.36442304	1410814.7586308	1242850.25994983	1190360.29410082	1336548.82163484	1323291.20053119	1121229.75178081	1161276.52299556	1186152.88519264	1391213.19873375	1222009.93426834	1307776.91373168	1286116.03503372	1269612.73636046
ostta03g00710	203222.425011296	54438.4526027323	192843.914386595	154873.46231929	182274.746105998	363871.629578183	163504.074803542	127992.273398074	102285.624084741	305169.537909839	32018.7642810718	242877.265426193	133407.094922364	63185.0221372227	97927.9721207228	204951.856385404	238882.195165603	300351.407680749
ostta13g02230	940478.122741643	357285.245264879	967206.359982624	583958.205236432	580756.42555727	419769.043229758	671454.257685098	329560.148883419	676760.337932168	801961.778601967	788160.05149405	476843.307881371	879457.91042154	339832.639819515	735335.218539366	504622.419706288	514579.29543276	614127.359434962
ostta18g01300	4842318.89699217	2867937.18412709	5330043.19788492	3825397.66819298	3479701.83094632	3487681.97150273	4242872.30005595	3151764.02674897	3767312.11390648	4025492.0158005	3064247.58636593	4627351.45460241	4211744.64450162	2415430.60298978	4946189.20149282	3514611.47932423	2703142.41526732	3158030.98096204
ostta03g05720	585102.30937136	690048.724331427	456182.644041504	539817.549295025	214223.933521574	591659.583538666	428476.992203152	436922.123746648	285636.211008023	315906.188695968	373349.422206642	260984.611444683	205877.042258482	324847.994702522	148454.331880215	221758.367887982	71971.37292815	477951.180829829
