zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta12g01710	235054.282784995	386643.214494702	613901.596289573	196469.216428923	380805.096705083	658992.186214042	269941.361888981	387864.936455218	1066966.7964491	398182.722098286	465559.156670722	1037799.48392148	292157.389156352	497163.646669596	966870.238502275	255249.06609506	763942.383349056	613285.869284037
ostta03g04330	9597085.63037217	8617709.72240552	7393378.36462984	8149301.9788864	7362200.08073779	7072185.96001036	7496955.86745637	7266259.23253396	7933252.88922951	6656720.40387098	7204223.77019044	6319076.4766178	6110078.50043632	5954119.51264603	7031752.60328199	5755472.15692107	8846690.20500882	7396421.63876207
ostta16g00560	1533723.63205083	1550683.36079449	1358677.02484239	1487308.61969833	1338620.24147591	1464658.22546785	1311226.28637159	1038786.67270566	1389806.77132668	1985468.23727711	1072448.03878835	1131059.11652907	1478816.31421826	1180287.38986278	1231266.04897883	1448985.15379756	1089327.20892247	1356423.34009202
ostta02g02680	1210087.07093641	1335391.1739478	767607.840668146	645579.080787297	575298.518387482	620188.057936221	708886.045262175	620399.811361799	630709.979213796	199646.963696045	550157.620199758	747759.165638801	970498.152056164	746052.580680293	657480.0437455	765868.709062314	1170614.86931038	766708.211448392
ostta18g00380	402825.986712573	373113.970911838	483546.751606641	369611.240613476	995151.119074106	402838.039446014	306632.956297747	253235.158783942	430924.483014043	747052.162207273	944132.078273248	920016.057456077	975074.632229349	459473.389612928	1004391.05396435	427341.517708792	951394.227806799	483143.415942764
ostta15g00090	1459874.31657555	2486114.07792573	1294209.14850661	1495137.92206429	2304987.50630704	894237.419776615	1220006.51738021	1487208.30841799	1060425.78410374	1935330.96029818	1679998.95809964	1208189.12939318	1447534.94927394	1154021.59263965	990938.01767719	1189457.4175025	1638792.50445313	1292311.95504289
ostta07g01350	2054057.90896812	1677901.23676289	1454915.54067837	1390121.8366548	704037.442152972	2981198.65408958	1708150.42797477	2621365.99595252	2990400.49659883	589144.543517485	2040531.51933679	2409503.51517794	1860446.50633775	3905291.73388758	1850646.07155901	2925285.18925327	1000726.42278837	1452439.68256986
ostta17g01500	933947.621035024	1017185.96641202	1122477.19756957	969208.423990801	845657.501206753	725554.130379277	955118.380736298	938621.203778176	913505.612743078	1309504.58574859	803704.261906139	1171270.00864364	773341.73474365	936765.55822322	1181510.78517337	966813.05692509	1035435.13137745	1120867.71464214
ostta06g01880	159214.219175255	172903.618253826	204101.837572779	155783.797355706	169987.583993957	74894.1282326425	176450.757139373	163438.211678041	106074.923411851	491502.762487156	325783.527308755	156003.083025802	563416.311378021	217048.056732001	191861.581251156	321208.267122286	518719.084332942	203991.915577249
ostta10g03390	4080116.83503649	4467349.67613288	3237614.35621628	3216074.59539159	2966808.31640746	3589293.06611767	3804716.03911425	5000835.63985739	3502152.59736411	1965532.98599787	2532795.66015405	3539193.99944298	3179869.59309873	4285336.97270583	3608084.18931507	3174480.74317248	3385683.77125403	3227819.76528915
ostta06g02860	2708942.15660242	3130224.3036544	4619442.90751055	2915575.51210661	2765068.0987357	4221425.85478348	3202126.77217081	5393514.66914889	3890486.62724202	2382736.45354285	2822313.4211587	4465804.44361846	2326151.62165208	4854133.43132631	4759366.38869208	2033983.66581421	4210783.86589984	4611914.83905214
ostta01g02080	255557.036885193	348396.001822434	446695.705743308	674446.142466187	843553.136309603	1568753.19247402	288856.115975122	295729.650987474	676974.667190879	405316.43300939	581537.065880606	481880.956878656	219087.34625109	455188.117134157	454593.32318092	146735.366860295	583416.128722934	446318.947405393
ostta06g00580	153005.918346335	117057.32226639	1753166.15676087	215875.110749714	1256316.23010368	1776545.18884544	136805.06486061	57666.5920231694	1693203.31394039	330521.01317387	373096.168259591	1516135.92101609	331190.243924115	1229925.52749712	1617026.71267472	447281.1172321	2048608.36394809	1750153.65177196
ostta04g01480	782486.847858011	779370.466526484	766486.521731651	533057.958484802	548462.195143957	540134.56312458	570789.227253148	561760.988672621	720144.899941291	431634.536578285	696338.643400617	704014.134062574	725119.853894232	460629.172791934	646910.317147005	535723.057272626	645812.782600057	765627.049199324
ostta07g04390	911380.581499317	876579.150092922	882458.861163384	626866.145673873	623435.08144068	872588.802430856	847286.899435036	853255.668603684	726122.74117148	548387.289485523	455668.972614062	929580.695678257	765296.424833605	506464.917241369	781581.823903824	539879.489377384	724991.670435328	881230.029160887
ostta04g02080	1238094.78457303	796702.317648946	1419706.05710622	485087.826837691	249041.998625511	1350575.47627094	766358.409490743	626888.576229583	1161699.78066223	248660.618554645	218812.805858361	1237356.67515958	1105417.13423522	1013276.41353031	1433333.2553134	1193902.71702585	515858.771242452	1417599.91174993
ostta12g02610	208686.211797471	166070.273244026	184685.113977533	161317.567296561	138813.383129135	179430.632935824	174989.566607289	159435.112963343	185673.036083255	118313.921545682	60081.8289283748	181721.753317761	187326.092781512	125698.552816887	170184.733830043	150807.777186623	150071.987166997	184589.520045626
ostta03g02770	2189436.90145536	1175414.02666058	2874204.1202596	1967416.49623859	1392116.19570064	3234499.24004808	1872210.5984143	1096348.52740335	2927688.80216719	3860845.42332895	1645748.31262971	2709974.67700652	2487528.77862871	1771368.86586146	3839104.22846093	2267518.87024238	1636225.66787959	2866986.6851472
ostta07g00160	656512.683786949	1045079.2978109	313255.676905999	759950.593400598	1046868.22809987	380841.061246819	654852.080390865	911532.060016216	296619.711021458	512841.838681853	700242.43067164	410895.975911583	688311.980059236	634785.46531028	526865.085649912	479048.772107981	699336.006937299	313067.971390104
ostta03g04750	1384244.26121015	668853.71936949	1143717.08343143	1127797.98735399	397311.679087923	1510843.83215981	1368226.2662832	1644847.4741108	1412398.31418028	435712.873207466	1292442.53839208	1295601.61665005	1578236.86494368	1966794.39744397	1308623.11168561	1551445.63199689	804932.883350429	1141951.89248928
ostta08g01890	726891.047740634	870580.746261893	856980.905775597	927404.311667076	849833.466678412	2094544.2592875	996358.704206493	1224313.95051815	2134405.47269532	574756.473723731	679449.731195219	932203.457020378	766679.203771838	1516902.72174586	737321.680335867	754050.789134894	685138.519509945	855890.671036118
ostta10g00810	802668.295299848	1243771.83068099	526914.087523067	788018.07913895	1237519.14883795	784708.107253028	780839.346254978	866771.445030494	445057.956507083	1439386.08066287	1377927.12183474	904001.239165923	1047022.51929064	671546.163179226	412980.728638859	884401.197130307	1059083.43139337	526459.863306687
ostta03g01240	530263.446440665	768334.826849705	510369.09588361	604109.901072531	653616.55758775	381549.006105362	568940.747013387	545943.185237075	325123.711945403	902792.389162461	1425432.13945032	481079.035383121	770104.606152783	541803.017789969	420223.46370003	545018.087274059	647939.584965626	509909.197508289
ostta18g01300	2228673.2309918	1177867.83178275	2060135.00499161	1682408.42077354	675724.63521177	2184774.70298079	1988262.60555907	1353164.22063722	1663896.42206655	943536.178506654	881006.451707555	1690679.3222964	1885413.30869903	1187084.0395358	2244303.40073314	2001401.81129431	1334314.60727061	2056250.82549209
ostta14g02740	563833.60944746	276083.466706882	401498.574140413	516465.52727638	364120.383281442	265998.769826718	326661.672737062	203600.848313853	328505.26702734	778869.467659956	463236.834470296	173870.781318795	503619.907810542	756928.794117698	434751.528422352	386707.762977066	301180.111752628	401159.259462315
ostta03g05190	269706.69860229	390616.253538115	597384.012781115	243557.182965026	335074.466821279	193528.01149995	278881.893668491	300434.402679062	597733.601849596	675594.029737159	403050.535899556	651011.361048259	243285.19295774	253387.567100557	565069.587142028	198060.528780099	210120.3896692	596821.676427667
ostta12g00060	702065.904675521	789164.127666269	766767.295249562	637781.612741953	735300.958169282	773329.309234101	974777.765248743	889081.008962314	736871.55534365	194061.94993707	714930.631249201	772376.49651759	578980.471258397	682289.797398268	343618.920149295	472319.569670448	546932.637296648	765772.440838993
ostta07g03550	198362.885364999	174879.465155833	102075.130926076	96016.7602037847	119382.261206073	838264.513305142	135499.805565225	147955.865204455	493003.574646012	158885.20523191	195866.246359891	84675.9490983338	22849.1964551475	135989.542262676	226645.555498882	150162.012035775	40602.8405099508	102036.181309688
ostta06g04300	641097.469964393	710958.087434228	516757.037529716	400330.540790355	430886.641224673	338460.854413113	154135.694776917	275114.276451188	322483.837509414	823058.936679915	727008.129508679	256534.611550102	538638.040168795	359644.200846983	371048.744362022	439669.629587497	494988.673764712	516328.215734425
ostta08g01850	2105127.95569099	3651202.3929438	725908.445633646	863465.879115569	871888.958754048	655278.605644681	946781.042596531	2241558.83605348	528767.152814387	919830.406795692	1566428.40503986	478621.988242279	1094013.86587413	755269.212731832	620008.935002523	838912.954819044	1058023.8747461	725089.787172109
ostta17g01760	284595.65021598	406382.636692413	623939.831350334	253113.524495524	1128653.88750754	699678.670287317	385699.760102649	813536.926595362	823125.388208907	692503.235501397	393740.924040879	532994.049380814	366780.925734532	704336.926490438	561329.48319788	340999.407372132	1043455.97875018	623296.07338046
ostta08g02430	784663.424556626	709333.401905945	1019320.60350049	884552.580918752	1136041.85473023	1811282.96613741	1181566.791708	1304297.64282562	1698194.21919938	402036.425283558	316752.006424479	1549937.62645298	1068976.33864203	1867777.43124335	1351145.96951953	1335420.1785976	616255.195901342	1017888.09357776
ostta09g03850	214044.217736789	211679.685200836	177633.543484863	208658.318399858	247737.980435378	135743.042056421	129518.893687546	113003.188103346	187699.221780004	510909.129996715	246622.352042315	77305.9124146217	173666.723716773	226289.39400867	175353.940896064	237967.900722089	390162.305914567	177551.214651419
ostta04g01790	2535213.1494215	1802784.47385504	2009769.50158312	1724542.949049	1380980.84198537	2482199.27803563	2020360.09490177	3384874.68553722	2496698.12096231	850575.620135759	2625662.81161474	2880884.75551497	2218812.27879423	5792619.30425179	2619196.19819612	2957016.72861781	1523017.02215817	2005831.6363281
ostta08g03700	315939.599243982	155986.977107646	287360.177326631	243724.096041739	169155.081113506	119332.733911309	228097.375538515	172669.630656725	238676.642579745	213108.168192119	377026.536772745	50135.544156845	226590.250968284	259486.663029757	238676.642579745	216246.86373203	274722.805556427	287184.261212524
ostta13g00460	659429.557150394	588582.664538091	489154.156232908	309837.979597434	327987.489186234	365704.325134419	136943.542253945	270248.937784837	525474.370589751	554966.058356693	386892.009504939	396858.026348164	381256.013541446	528128.045971663	391061.177970289	529982.355134054	417747.437382914	488707.422700873
ostta06g02750	371543.777712918	319694.601557365	328686.509196066	354307.457447445	247499.65191227	388372.643356471	379589.111243046	280503.699486377	297228.987659063	432809.834244193	393364.776450833	300016.986238488	400943.097502187	297665.215516318	337567.855504976	366154.687814455	317343.876869328	328466.175437064
ostta03g03150	875923.345835066	1032889.83130213	983385.878082069	856787.03873525	660918.586146511	1067592.6221496	928874.508187126	830564.345738534	1063621.65410588	1403111.44832161	1137441.08684288	977754.46944596	1099498.02626	867861.013089372	994594.753908921	1022917.89067732	1138976.53554897	982044.900254138
ostta06g01700	1258701.7608053	2062792.31914978	1308493.97851352	1389280.50042572	1026190.9399115	1127677.4921675	747741.213326644	887595.380089543	1149761.71443633	1195095.60279147	396767.162001546	1106945.42174097	806605.506940648	1018210.74183654	1028936.5312143	1061427.81195274	1148036.80204527	1306401.92727318
ostta03g05460	254915.307553367	359750.655388504	484851.41426671	195135.553525704	281153.382713318	504517.669669424	116413.120700921	86969.5437630763	474724.399614537	250762.18931432	223596.003583588	204755.296422181	162487.200579721	127887.242421715	102794.126449783	64166.3523425449	272864.75080222	484372.084296667
ostta03g03360	369218.618547858	168954.567380803	463436.558491562	376799.462399599	425130.595186013	493834.45241357	351467.283045759	217683.154120435	329289.468724108	174001.08945348	228832.962387633	394212.991987633	450914.964059519	272678.324701517	408054.440307996	465710.17629061	288692.758358994	463075.113246552
ostta03g05740	631984.95942148	700052.907448264	530882.36062659	648027.624542929	716052.717437076	528957.209564907	503245.35430774	493777.053360651	536814.590742938	414610.118916668	391018.947168686	198050.040069263	699419.730427349	477780.537821693	357142.347296511	497932.985943453	635171.94244827	530414.886283366
ostta03g05720	921957.268838092	843433.591671261	711496.966656182	795134.36703716	749329.392043106	720105.549460019	652265.763571596	766828.702461323	693229.165229456	1107237.67694449	480576.654800234	645150.845785076	672899.50693937	823529.570764555	541114.302943296	739177.265373031	815944.109353009	710746.197544286
ostta05g01760	1029259.93938697	1252966.00189593	1210799.00588164	793557.385041478	1328920.21436162	1175817.18773308	937438.915394956	1454693.79146554	743020.901179843	268930.069239364	1151916.55934728	1083358.84914723	1356973.3711062	1570171.14564407	1079699.3941274	1506897.84230521	1230027.33997859	1209077.18806594
ostta20g00440	16473980.6439802	19436233.5705596	10415342.2950984	16916687.3361747	19061048.0514303	11042548.5287372	16788466.2524564	16492891.8048347	10372816.5910072	12553881.1245732	16099836.3099324	9868547.51198433	13578884.1393334	15158961.4285973	10561951.808957	12116915.6027543	16697715.3465308	10418454.5587525
ostta06g00460	1108848.19350616	1383209.77253972	588418.475282769	1165100.25202339	1428783.95032064	657100.627440884	1086777.3245561	1138555.7708259	725821.619778973	1738185.61077657	1556787.01905518	545815.383886999	1005268.230157	938087.580686965	600083.099583119	833461.316066696	991647.269890404	587793.417970206
ostta09g00810	498755.394230035	404868.929210571	416482.593674057	362769.521579694	356788.152640054	456142.326701278	583359.445121828	532243.501078675	378402.274566263	413055.888320152	292024.913239307	320876.58854128	457710.772359683	441971.961670624	336303.062263722	523226.856049701	367687.056967789	416146.543569128
ostta12g02700	840097.577976771	514924.914369944	359340.974435917	538372.067016594	603748.095563714	753412.180902666	417573.944353566	402476.293872632	636476.435141757	621002.119016242	412133.670717724	380932.390903172	509484.150816878	444991.000403821	755736.075639284	574871.415653634	827385.06673066	359096.358075754
ostta05g01040	437439.420854663	442586.304176267	960862.094983731	477608.989416707	1270495.17693618	846113.822609582	603425.22433141	684758.162711907	883144.490856668	1166066.23020071	1133353.01213732	770337.726202711	623102.002276738	711712.609318234	770008.692812683	413617.111980336	1096443.84219831	959710.268306048
ostta02g01190	50997.7932902447	71607.3277876634	65211.9915979696	100870.174645813	213436.911343372	231740.267176114	54862.2212429389	76785.6729599279	99705.9021069649	60107.5458783721	114374.418091137	72524.2596501119	64653.850883933	64653.850883933	62558.0721350424	64653.850883933	64653.850883933	65188.7792500666
ostta16g01900	611179.676133581	292358.981194676	515755.452064747	518730.175891249	221983.68933495	584987.391875029	617231.975112207	373245.007686199	566685.838987035	64494.3880295115	110947.611008777	378383.939957876	608815.563311871	303501.865418158	445071.165781951	511632.369516746	315582.671159498	515242.126922691
ostta07g03130	2016777.94205868	2525393.85837312	1708901.17651913	1915911.98757925	1944463.51713259	1461709.32748688	1903710.04390656	1808602.08022697	1447196.81859864	2697164.71925925	2119061.25241431	1540817.39793528	2161382.83300339	1689167.00877084	1648233.79808488	1737865.28131557	1852880.14057363	1705852.6571244
ostta02g04290	550056.561392675	309401.033107487	771844.640910133	636063.586567863	313429.657738475	937119.650122277	634929.014533515	744919.213525491	898210.016754209	528847.403942383	535312.534499065	697415.870223367	503857.91077121	1091726.10712297	721774.874535792	875128.921991122	414306.026783192	771084.844763927
ostta08g02690	1159220.46071698	955744.644174713	2001683.8072941	1104573.6717541	1516578.69514043	1729801.42476471	1066671.94034626	831232.458401856	1506403.0475618	1407548.63433627	997559.150698711	1777797.41497098	1155284.06444645	1296187.77093996	2087929.51841129	1171839.76314791	1795140.44235272	1997936.69087179
ostta01g03140	1811084.40290132	2096769.50379819	1641601.76748992	2393673.92135408	1906583.02020007	1263888.39764299	2347625.12149222	2078175.53801948	1226104.74272565	3279403.56192935	2497105.22664247	1111507.82639305	1331181.3436461	1733224.25788746	1107675.92595247	1865430.46896457	2429092.07511318	1638554.86571909
ostta09g03140	237998.741713939	301165.001551931	390016.698006566	80410.1060904263	89044.7422977129	363583.642661189	83734.5678971838	80090.7814332419	412781.775819633	163567.274635795	376658.613781611	241851.49393389	72330.842882028	230747.600732227	142723.855173925	248779.207980501	98893.8473077176	389732.505471269
ostta04g04120	519382.366290927	583094.977751208	423924.295221019	454427.879387521	629542.801340631	345148.344099502	353079.891471041	355103.561872323	326946.438014716	435607.459259963	329747.284962564	125637.75340682	303878.465994849	239245.957489491	247086.911645694	378227.591332873	369659.804345404	423621.82257342
ostta17g01610	801153.650913967	1188087.82796985	918981.565462404	784585.943139075	1010172.94372795	804280.51430875	759732.459211303	769266.902629913	766291.435771276	1040943.72075838	1105812.46072745	674618.441858579	889340.705407414	490085.397792788	811742.710474842	732437.97193929	928112.417292105	917894.912119313
ostta03g04270	853781.005290371	788125.776001557	556865.998561117	767480.110710877	644512.811862145	625981.317524422	772610.226949678	550651.243057997	617654.912107625	921644.581809994	843139.551077999	708969.224570549	676293.283535736	583656.632649593	574093.406931785	675317.50558384	777991.818561862	556333.018214989
ostta01g00310	378230.462637957	551959.25725132	488526.959866818	556162.074310342	707658.221078834	524593.855397102	547311.346547719	654360.766589245	345279.969381422	788306.273412993	486461.082355807	453447.984438979	364078.384204156	480038.175449924	436603.818847163	438847.820217035	580174.966289131	488140.16405647
ostta04g00290	922555.001616751	1008808.19790426	708148.390439363	892341.824725686	1066358.41117918	485629.556619142	877626.273602245	928666.009189327	417776.762351168	377930.191735426	626970.709842399	838717.378528667	802992.278358088	675740.384338566	1040630.40684641	723807.820041719	839321.265263441	707370.649838299
ostta02g04820	713534.722770496	684527.58092302	1436743.28887969	811101.020149386	610064.530039664	1409591.42043546	838139.205316939	664030.082336921	1440020.16253905	560814.514336453	442573.167257685	576044.204181681	614670.481462424	784444.043221001	1527136.52714619	721201.352804568	675247.71101812	1434166.12784142
ostta11g02540	728477.430719048	297073.00284387	593228.435391731	714619.09912934	483238.923631265	570466.947936202	496229.920183851	308804.84408552	478948.812829866	933430.917817066	441595.411113606	477831.221295208	819603.855240756	380539.210106763	569237.144729233	604311.267917032	540523.857761668	592636.929369331
ostta03g01150	1058476.18026535	727040.902584648	1058788.28783056	1321186.64681068	476894.852624551	1168230.08977815	640609.27383956	534515.660752611	982614.182754519	343300.343881016	296640.246753719	785526.562908004	925120.397218635	865474.528028741	930530.180445439	1300313.8613356	670549.54060015	1057264.72374941
ostta04g00380	1515001.6188849	1539591.69141064	1174259.86932348	1310852.24817331	872522.120091117	1166066.19086468	1278733.16470372	2339243.69582625	974871.798174838	479987.221609609	846998.785215863	918875.190582051	1081650.31746595	1369712.2407227	1070084.21245098	1072126.03516601	1414706.94719694	1172529.97668202
ostta17g01950	141335.705491582	259385.595684311	333731.680917064	63928.7671735337	76595.2638448932	152175.335843709	333731.680917064	333731.680917064	45841.8294031082	333731.680917064	333731.680917064	333731.680917064	88860.3305853718	333731.680917064	333731.680917064	333731.680917064	383408.705791807	333731.680917064
ostta14g01665	795868.90282103	672033.360112964	895900.520820793	657738.206583608	440112.175875905	593947.002041012	688738.890841209	461124.660346605	903425.295957225	243138.116695034	434456.271930709	520639.73204777	912880.667987983	461453.314840241	824487.56791889	573906.898875692	708891.017623139	894820.699556971
ostta08g00710	105649.796078098	111170.493617903	198036.191266458	96216.4912883676	79928.9718558781	34189.458739942	30561.9746265344	40104.003586706	40573.2063961585	341922.704019193	323194.422409425	180073.360777324	294807.205566316	101873.332699987	276176.017138499	164042.308645066	358006.914149996	197935.6842235
ostta20g00170	308734.800296177	431296.108817892	275887.012321857	339604.519541305	411801.020315525	247227.024261638	337565.416192557	420945.356549822	373582.918409796	390656.589190896	243747.432453538	293640.616706123	263417.105320734	303897.260671962	241681.704646385	248182.266952572	334159.705909035	275713.86154969
ostta18g01090	779550.135095823	854106.641990516	841246.927051808	824825.43897006	724419.170807999	1135738.66418229	735037.588919608	953033.367037514	1251706.81352614	353505.281455794	142250.146272232	784764.254461495	521306.415465865	791174.980294848	840409.411873314	494836.852688203	532933.99739887	840294.512844075
ostta10g02310	415941.776723239	312049.316649011	389345.049516358	287847.649722151	246990.531675174	374656.325131979	150887.616650388	316489.335184036	256261.789275369	579058.009064743	410019.791418212	239189.268553132	95888.7566679684	335812.378455694	325523.095281749	287514.407595829	532375.246901259	389070.459056641
ostta07g03060	422227.845787451	510855.863492569	317770.781558249	449066.298251602	794548.578820854	161546.025976005	331951.086707702	339297.017438515	405913.220868971	324060.941470272	324060.941470272	329556.214879931	294062.259752517	212665.751488394	304681.956948448	229603.366632853	259945.036355562	317556.460167428
ostta02g03720	140111.997681777	50389.9324160635	644674.601300221	276731.807374836	127767.08140226	599177.205600657	98770.9646686199	29316.8454677158	267376.824497257	624375.343329308	364445.420327102	241979.387444908	245701.522719894	301897.584081505	295046.073939655	301897.584081505	144398.452147936	644033.327197053
ostta06g04320	1518691.61993927	1934854.66587667	1101387.08711664	1418782.86144324	1621279.12686943	1084097.09613969	1153344.94520058	1391064.77157875	968152.886845406	1945766.54989599	1437744.00713427	1078177.50217501	1145863.86109421	1208418.3509315	1090216.4454489	1331374.15568153	1535345.77480333	1099848.97680086
ostta07g01910	566273.482967957	594492.505967829	202387.993706097	362363.822291628	373297.089765141	239418.740321533	394979.996297132	377710.603997474	132799.011743236	512960.43807043	443107.725651328	178212.032527508	538325.305042794	367362.486738352	227066.516852542	483934.326163444	438718.530612861	202286.959589809
ostta05g04100	59070.1540899162	108672.880658832	155836.485151351	168222.836958847	168222.836958847	322435.030796088	281157.657888259	149986.627346347	346511.527178028	80867.5490773499	146945.048147297	134741.558404306	168222.836958847	168222.836958847	388592.942593121	168222.836958847	168222.836958847	155765.949324167
ostta11g02410	585114.181174385	520539.627899862	809798.58282574	444512.621119975	431911.820222094	438843.087032231	546181.095106801	473995.796448041	654440.130853159	742567.194003766	699064.246307917	459168.643579722	495400.893213477	528596.066949924	661295.379722	664907.652927267	290711.94330475	808889.706911884
ostta14g01010	1059589.05593745	1150234.24732187	873819.421755276	1095684.71368437	1009942.06127455	791543.692852683	1130030.75006835	1004036.56152865	784330.361178871	1113231.40316951	984503.56420657	809151.339132325	1122890.17051752	814337.853175048	685320.718349718	987235.529753843	981439.902350834	872629.876060723
ostta11g00560	1063739.85312739	1008905.48073329	907102.253540029	929425.900512936	835333.588432052	880524.577702428	957943.105126299	695666.313431627	617009.626501549	1401838.99268559	1115646.94018975	763940.262458937	1163534.08873517	665602.378365995	749770.848259449	780657.61634052	923029.200624892	905975.677877331
ostta09g03510	451194.914184942	409279.062008744	405025.678660271	400123.127303514	502117.960545457	230316.769562615	460648.95390904	339090.863175218	328636.814558616	251823.112323498	383127.83021118	265080.006704796	374340.521508458	222078.866643571	243624.975820358	273149.941258001	255541.890624295	404735.850005195
ostta06g02820	254846.233556433	304235.819504661	95026.1840814197	280717.776233056	203628.252544803	211907.645308635	234665.042265728	234066.454504764	420638.481504182	801400.115755139	298658.767910902	52088.8700904628	341961.832110171	129958.591818267	88991.3665515144	146729.73008359	504137.805954601	94984.2329408684
ostta09g00750	1271608.35730498	1505236.15512237	463713.339720965	1337886.99085976	1152505.0168334	719486.227027482	1043763.97181283	1075126.23948528	514703.835135053	1005327.53991086	979180.245042865	393402.325737172	380794.756375463	739001.586056444	221381.683535372	607682.842815452	602604.138305641	463298.02283307
ostta01g02770	476134.519061275	365021.94488051	701775.122291795	486618.695115346	365781.88718336	618105.804497309	457281.008573165	424587.018239547	610134.081357753	1294323.57139574	1210381.72866243	635929.020192854	660251.650212341	810961.180774948	618276.369999438	840573.485450735	838698.34302445	701007.039104289
ostta03g04980	346719.656855382	384659.448162175	453674.701577975	428838.916671861	511946.161475672	432784.906575741	345325.848844862	289031.253156084	427200.330812973	718653.067087907	547975.281727513	409753.475691311	438842.102712399	509627.425121982	297724.948439647	426366.112400269	652218.165943205	453288.843414679
ostta04g05030	2182151.13823496	2376067.91177745	2644080.7881879	2319383.77721313	3043831.72229025	3281565.1098174	2151017.8998767	2339661.84840178	3591649.5314801	1021300.35331781	3326114.03685205	2747975.61369456	2462605.89575807	3040298.27356007	2861557.17475514	2784118.11729383	2549130.94906607	2637003.73764613
ostta15g02090	2518508.6383128	2029261.10039699	2445473.0872147	2478668.30147965	2851196.09894294	2067782.12125538	2987286.0842618	2505449.03699082	2154326.60495529	3026041.72533467	1590109.79901035	2054560.74705648	2419980.49739667	1454707.61559479	2171324.09947072	1626358.55994106	2506341.59877187	2439594.73977881
ostta16g01910	589038.948980234	362845.023708147	281929.940603026	428773.133759678	462748.510926775	312848.709293885	461921.447850937	353784.265244023	281152.231947118	747866.83687987	852394.999051775	303490.69692904	515885.366056021	256458.591708994	338813.116398576	306876.472002928	343526.698662247	281740.746031889
ostta01g04240	2712658.54357101	2038152.59730163	1706981.17531066	1701786.98597955	1121967.16760509	2116233.34256269	2432130.93790981	3235691.8744028	1664043.34101721	608725.479258382	1257947.96684408	2169936.40080494	2332444.54281347	3353439.90100457	1773721.0198618	2807677.3462149	1643120.86016587	1703979.2974663
ostta05g04890	272842.158273262	333468.281242647	152710.32461032	186723.245216963	217405.036465745	102609.3118098	227643.552261895	229848.522533197	168152.926644699	412382.026647881	394957.569977187	18595.5410032855	303185.766364236	199487.855635254	19166.190339013	232961.414712613	274984.6489674	152638.754799176
ostta01g05005	234099.813889584	804670.207661459	734497.210571201	655417.364897205	655417.364897205	656628.879672657	217399.715738733	604863.597635009	680971.648799655	73771.4156558403	61524.3508478094	764193.641567127	562547.879358995	694553.31947277	766676.866072615	170198.258170193	545540.209529379	733701.385860449
ostta01g01085	1761913.88032226	1452325.34772004	1986665.52524873	1403485.41239637	3049738.55019165	1625196.4851523	1306724.50119272	1647893.60703684	1766895.86038885	1676474.1447179	1895393.98698131	1811888.82622512	1539787.27684922	1894614.54077618	1812817.50860038	974973.987090715	2660937.02462914	1982982.51953173
ostta05g00110	467963.234204602	482485.766704371	1035567.4282496	672386.668383641	1378175.43815557	1333848.66952289	643731.02753292	839347.63351367	1099637.75624822	187913.519811395	119818.346090825	1324190.68471499	789913.598493047	2505887.5771589	1798383.18733826	764198.867366319	1411827.26564919	1034131.83170955
ostta01g02520	526178.318817358	834695.652401595	737569.162508876	609819.046062197	1184172.07879568	669116.316611968	419672.509416207	596752.384037931	605662.863683025	505888.912969316	484580.366280339	543350.757441875	716867.990775773	470730.381842859	725961.851583487	439556.822842353	759515.009052483	736717.092791555
ostta14g01170	1406666.41552438	1306791.60545531	1532757.58983676	1473592.24074934	1846054.37729086	2385721.32014995	1476845.15677179	1935514.3070454	2264217.32486352	1268742.31905464	1642943.16057741	1884544.23475167	1430242.37990532	2690510.23077731	2041797.26540213	1422953.3917808	1774634.82431473	1530290.43250504
ostta11g03030	906349.470325569	539045.108814937	392386.841220042	530428.564986333	331884.036563707	455144.970226998	380989.308519033	321137.856660082	122621.127486572	714884.228472499	597403.065767918	88167.7088258286	569462.348851353	522932.359511332	176129.127351447	641496.00258915	424291.32987056	392119.009544366
ostta13g00340	821697.252476222	748541.377070704	758700.044474538	379769.826919585	534153.454095011	656593.43736364	594468.726610761	485252.711964568	608354.686947614	485227.807144447	664891.706459596	581947.376374738	699166.625477802	419919.765621535	649916.529971515	421410.68418173	580423.607045407	757823.332928686
ostta17g01830	577353.107344723	488782.907940811	578825.361778819	598115.637366852	489356.307151234	218019.194581497	668433.143812999	548643.824763658	531561.17919386	834736.656334224	688169.779174014	560415.937478347	677995.553420313	415356.75313999	505088.693720235	503800.818606216	623060.999772162	578273.99294819
ostta01g00760	721778.975774661	815758.071218774	538722.691550838	757680.14242263	707942.986372987	603723.131110472	811704.036284419	779153.012539226	684930.916414406	802222.16991772	568900.301896456	650789.927797235	764301.593510691	632158.981474982	484889.570713508	822490.151932756	808389.626289684	538175.722713656
ostta08g00880	1304965.09173005	852137.224701493	1349196.82923256	1426252.59924744	1141388.65458058	1333149.10267973	1185660.69306677	554764.158278605	506794.0574368	1895589.05088892	1009179.09632731	508343.945841195	695602.79603578	816767.734193657	1349945.20728537	1266936.88789082	691879.497329319	1346723.51190376
