zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta06g03980	398356.319779787	421213.632741276	687773.287808434	345397.102264706	509419.173203705	844123.242477557	178830.3439811	309917.991494447	995408.668790244	803379.618427961	395899.329585064	517844.372268999	133753.985393337	451468.154394949	511064.246210002	250254.795623792	480202.659669701	686974.094747991
ostta13g03000	856805.573344557	635338.668755711	750389.503911745	775535.901502624	1002698.25939954	691086.972861561	528687.15146911	583792.039326503	680169.688150662	1043086.42998677	515152.928450974	718731.927060322	853024.545773854	845396.04643926	828018.857834094	862610.05281021	899115.692225983	749402.520430261
ostta06g04250	1562930.29898666	1683795.17688819	1130876.45508966	1535023.95948406	957866.941193875	1074863.24881276	1470014.22451989	1483781.04959228	936609.371357092	706455.028825014	1036229.9108425	1073769.62759766	1421224.21792632	1489991.12595414	1095924.60270774	1559270.32616546	1442675.97034671	1129197.03993244
ostta20g00660	416602.985906477	309234.330803249	389710.652954622	419403.579236501	365908.547916602	361081.109789289	392148.421460336	392148.421460336	369278.532127358	392148.421460336	392148.421460336	395152.397526078	225914.449827805	375013.213141694	378932.703801539	320609.638513653	416168.962167791	389431.911347271
ostta17g00420	2726766.19158095	1766553.77238574	2099877.14572943	2451372.11184477	1813593.46960576	2444529.85171611	2805725.81627849	1929933.76333463	2228120.96675895	3173383.19386461	1776403.5110748	2091379.26880987	2725483.58889513	1455761.48489509	2362316.2536828	2288474.18462379	2232150.23865544	2094763.86929975
ostta17g02305	905776.014065922	636799.600613534	541402.884215306	470653.547395504	426458.987535973	233173.492919282	421426.560211207	290599.338844025	131385.251255895	884986.09548853	548163.369983235	344787.338818822	1006307.86953591	563218.217415436	383006.772438571	861977.492475071	1129122.12611849	540865.234287375
ostta20g00200	1774866.15761877	1483704.44875057	4454885.45469523	1028259.75073465	1158144.48842283	5317824.05510789	1074253.82915151	1246237.79981023	4281173.46646843	1316929.26293241	1058486.78578655	3752632.23733149	1278281.96354331	1145768.36498971	5038888.83778913	1025189.72827656	1300350.65223238	4443686.77289352
ostta18g01230	637404.639536817	149987.49240795	1130359.73026363	357103.350167808	105926.060897451	1921661.10849297	446340.024134519	212157.089149849	1485194.732374	261487.979653591	108957.624012146	1398582.6753961	523581.375342031	325133.598671193	1807097.62378942	743799.318048784	176018.653789605	1128792.17831708
ostta05g04670	228174.055323646	243549.18307588	253709.446962206	177549.23182127	262064.91487355	210305.442629151	221321.187301026	275260.480540004	206354.131072434	192401.743019973	191604.005589379	241593.141410276	217320.23259721	329515.388766559	250551.826587559	266503.825916435	247926.657522708	253539.020552441
ostta03g04010	1599445.89856662	993288.181575745	1523323.46344229	1155545.66032461	676415.807117189	2420485.96169124	1259263.49650647	1473749.28615348	2097559.42425568	524139.504454715	745156.841954394	1940954.247601	1203407.39982765	2135568.1310961	1677754.95116986	1459880.00007354	742286.66173084	1520719.42722705
ostta16g01795	644894.968573878	381619.828336121	265974.930017396	65073.3110610745	36488.9778375823	392476.633085939	141055.390880188	169931.462968303	228918.172054749	204786.535455506	204786.535455506	231510.897513041	204786.535455506	221043.616198209	345656.536553554	160645.434072861	204786.535455506	265835.918867866
ostta14g02197	211470.968550156	194806.763819943	854216.387833336	214601.094442007	356274.551858026	953191.402202044	118706.093901998	278903.034688548	1003258.69198198	317120.762102243	182211.631167338	776696.788860371	262392.54794821	562321.670535572	833840.588773226	310067.6706484	981502.837239334	853269.346776512
ostta01g03060	174539.126306979	125659.537566586	536291.664070775	358221.114119035	590536.60330429	589588.710826404	269947.586864354	519644.133139891	352851.813446278	160509.620612898	322814.23158619	569192.301710744	345029.072804931	709238.722350151	520541.71835654	451340.0331751	811707.140735135	535733.792252537
ostta08g02830	1537981.18227845	1454515.3328761	191341.610397675	1014914.8828578	819249.052891659	271450.734184495	1275768.89710033	1622446.49267479	236265.593847741	700471.701999949	1849072.82996163	158417.570217772	1348698.34959056	1843597.53576729	1570287.83750934	1606470.87220498	797794.749703421	191237.068033394
ostta11g01670	942709.443973913	783761.555957784	833663.506393539	896717.520344154	570818.761692819	761378.866884964	782443.61089437	738705.822955495	633930.223265136	387882.997207978	430108.687270226	554716.20802223	808678.909080503	600945.169280718	557774.719937741	611137.084587725	769487.88269742	832568.698748281
ostta13g02190	309229.682521776	207639.139520074	382374.547926016	166605.551539899	129125.28015921	439024.916279039	245803.238217794	237471.904936526	345752.239473998	89748.5427538834	69922.8871251898	427982.577251011	161403.937078011	257734.376162454	361925.147473056	221617.596711213	99764.1019388767	382056.622238556
ostta15g02930	175679.246451441	254189.217029205	444108.963044633	226950.803934606	326454.077005549	421824.527417046	125599.265254353	190436.056273015	381737.382523344	249875.636438756	224769.106726171	382198.662698108	268392.091688995	328218.756304436	375881.442691542	238585.436603919	383446.62195117	443724.787433993
ostta06g01430	307134.125153707	769066.54786196	407494.155116432	259356.789535136	802639.235313333	250085.553197186	172955.910833842	168438.703980424	118162.091229614	414856.335265065	650998.841917179	399894.891232908	330233.460309323	380193.77985048	572096.623774661	288184.979431524	361275.40286977	407174.410585663
ostta18g00730	121644.284008164	133984.018818031	96232.5152761432	224683.383192426	146995.259543412	171573.375390099	129285.849065439	139345.477473431	113448.895939923	303041.692335918	102717.878512814	96469.1864329827	181344.794120254	93706.704176775	128027.060954183	190483.973707419	203283.798273561	96190.0943247124
ostta17g00400	377664.923944187	372450.335656798	359422.714855853	551506.292281278	373401.799363045	428024.310892148	435556.789391069	387566.966828055	479823.997446382	624387.232788772	417446.035073851	362534.79315564	470078.501883151	483581.080829138	310805.096820995	458995.548484043	329838.380120832	359166.955960568
ostta13g02440	344197.735184809	432111.500526479	114578.214233166	209601.129639499	291695.323110747	486120.226527096	633203.992745738	581916.378704448	694251.266114109	591056.324352776	456659.671027466	266694.924842324	203571.399138387	257683.101735679	220010.714541299	209432.935228313	237727.086233042	114528.369867171
ostta07g00650	107570.325541244	109152.22506582	86687.0477062147	88051.4015287726	146193.974216176	59674.5821394329	74564.3441918949	74564.3441918949	77749.6999036391	74564.3441918949	74564.3441918949	74635.4577861757	177306.331966033	107926.552958853	83397.7938010805	108001.222947062	84173.3334969286	86657.9656419309
ostta03g00360	525027.534635275	1209845.46956655	1176373.81754717	827356.947757009	1362913.14210693	1133130.48777808	207603.703953109	288942.477787887	1178472.23490353	794673.340512787	1075318.73716073	1210163.57837173	547496.226209693	254245.345107435	1206283.13743092	239393.613667407	812227.364460398	1174505.17205919
ostta13g00820	414545.352292824	523108.471300406	148717.065583038	307452.178775852	378496.152588853	120613.082797507	290908.815861667	236741.455807445	256081.987932256	512598.251520023	480894.993058026	302981.840256308	256980.289416778	99655.9950141024	194629.402526138	119731.457379446	376185.34104644	148653.907192137
ostta09g03170	238119.876459014	187612.582421468	138446.078364767	394498.43567681	442749.429967323	441329.140908931	355477.799359629	279248.920464126	639396.162517506	374886.645419957	264094.271664573	211195.797808247	296331.740727414	376013.769264747	397900.909816449	216606.751468441	278647.793766969	138382.791901255
ostta03g04210	172205.022298103	231020.078116834	257704.155315805	167159.827172802	170884.379673327	287945.41053478	123374.950783411	259561.925477303	181453.327482738	17351.8268468287	13638.0778672996	305580.045320546	80805.9919543834	172322.787802792	15200.6361637529	163301.027780291	196693.58815333	257556.195536799
ostta02g01160	82289.8598582889	71309.5845463078	73929.457051912	81695.1440212615	51428.7767296477	62175.4150700443	52568.2073582677	37197.8843434016	62175.4150700443	62175.4150700443	62175.4150700443	62175.4150700443	73274.4809526844	58016.1970425535	62175.4150700443	81917.0682169244	70092.3887327357	73901.0734093179
ostta06g00220	332482.936657039	198092.606487484	198448.745633155	209148.359949762	260438.616938286	164336.490004941	282494.984589117	258295.221776991	153954.362656876	176885.529512161	92479.3587600137	189758.788147475	284299.897887835	220384.33217404	224195.484767817	301183.929787789	111885.19881767	198333.743930301
ostta01g05910	284555.805467688	374439.330880636	641021.630200977	104386.956643345	220723.363546799	417777.378924762	669234.640138404	547400.169362495	402758.84677725	335806.407197786	203940.741452354	324348.278737313	61586.0358581856	107993.613412216	315067.489699838	91493.9984336455	127463.869095965	640446.355084098
ostta15g02800	32328.6057738571	30815.4144642686	24693.6126715859	27508.6728259797	47526.316277488	26281.1004705068	26711.0081341908	26711.0081341908	26718.6886731316	172992.117515092	173605.605922784	13198.4046976844	26287.8477245662	35932.1948669397	15453.9591207682	31258.8078896791	42063.8149233417	24685.111045522
ostta01g03750	53370.5088591583	99666.0473632637	314668.007244357	83071.2130471668	83071.2130471668	269106.699843316	83071.2130471668	83071.2130471668	245167.566271193	83071.2130471668	83071.2130471668	294077.853425616	23426.6328363227	83071.2130471668	353165.843002692	83071.2130471668	34370.6443706215	314441.020358656
ostta16g01690	171255.803923677	180167.068180454	317690.392953413	125714.259077879	98224.0994234837	309192.169249026	138387.29692778	171104.83345157	222227.563685465	222227.563685465	222227.563685465	131509.352996383	222227.563685465	187536.430390191	222227.563685465	160708.598054239	222227.563685465	317507.006253604
ostta03g05240	41429.9039430972	95295.5864706471	110125.438935492	61226.1481894292	61226.1481894292	132181.850445574	61226.1481894292	61226.1481894292	95951.2025977178	38309.3807466105	22442.547333286	58413.5829643604	44469.706362752	61226.1481894292	121337.503050356	61226.1481894292	34850.5792259698	110086.576951882
ostta10g02260	415732.492311738	282320.423905994	349596.742247297	390975.855349942	260128.250168927	338802.232180919	449503.796399478	486825.426755157	310504.67520737	252104.684380181	134938.63987289	399885.869820776	391052.214528168	457384.962342504	425924.545750189	398988.681997297	243373.366113149	349356.770991159
ostta03g03220	180380.34734735	314757.682377077	345716.031309281	134906.309011992	131472.52418814	427871.740204946	180486.211063554	165333.954744952	358028.873342147	35377.6696523823	139584.336462608	411214.16776604	163142.628452556	110036.438639596	453899.730677442	102577.227934433	143031.488318287	345465.62180009
ostta07g04680	2200779.40003022	2075744.37233661	2074124.38232391	2002420.89278284	2311860.89057977	1831039.68949151	1942889.36513028	1722347.32682606	1739908.71567072	1846359.34313509	2194188.0456752	1880353.07035433	2141558.78835301	1984917.70680589	2129486.09393505	1848214.26112212	2551396.58831869	2068848.79530262
ostta16g02540	75759.0598164168	167086.406967283	75435.1052596981	102903.32770049	150571.975767886	75435.1052596981	62446.2993639516	86662.3197643791	132575.157136446	121468.426456002	120927.626561417	75435.1052596981	79800.7235547922	62451.9858374313	75435.1052596981	70638.3646228461	102619.430030206	75435.1052596981
ostta09g00700	326103.93592308	235658.93624758	192888.024732903	231420.197470187	78428.5881508571	254065.575437257	200787.103293562	163245.759560194	158423.245796123	93313.5663719028	101314.350084778	185150.217148296	288461.728667458	187166.844237037	175901.393345363	243356.19912594	239063.617025318	192788.614963313
ostta01g00010	117451.421623859	170507.189530382	131523.9509663	93440.3742028454	93440.3742028454	114090.860944817	102986.661837169	119130.248539049	83013.6998709932	93440.3742028454	93440.3742028454	91701.6941141755	75840.0745348162	100554.42143765	112660.123678471	102564.401375561	156355.436088896	131466.006633083
ostta05g01830	13326.8236220499	43010.1975132855	44832.5199935605	36151.4623269757	82730.8536177984	46946.3110088948	19822.5920693648	19822.5920693648	32847.8054228896	33863.5180274667	23030.7545427878	31409.2761771254	19822.5920693648	21716.3551583536	82549.3669699845	13725.8177473595	19822.5920693648	44815.138528646
ostta03g03600	282028.781429415	352242.299768335	333691.706612021	229890.172429789	163499.56008978	330761.492755768	222500.199999899	170085.125610608	150519.73384616	330054.064673053	468464.534402462	380149.198474293	316897.273272396	331139.528997196	350624.807149581	220434.70459134	260506.210604637	333467.926159894
ostta13g00480	95359.958440161	88567.1908886867	416454.082845773	469310.958586491	593146.421593557	140415.869857702	298770.94771397	242468.822797759	242455.559157952	869791.255609252	1151217.70345605	184168.429238623	460032.435923344	341685.44394324	442990.692870415	372770.573300761	835055.104119222	416132.00008636
ostta16g00710	1128795.44635708	936466.344969606	844269.678331405	358101.706345123	1594314.03218999	682018.77432371	1103195.33626854	832880.174174265	806599.051094039	1527654.78872894	525982.265133504	831498.414520849	633605.16999841	1356038.69904195	716299.67595478	1457466.22683297	1398856.88516041	843212.823718433
ostta01g00810	286500.214592093	143777.578443316	717714.237700254	241903.408373312	164703.73201236	803914.01684443	164123.933527237	51816.9502769904	840649.772242264	49932.2301527359	25480.8172272978	688052.753775375	263983.990416642	180813.065214872	580785.285510737	209363.917172614	138606.817467873	716966.952118064
ostta05g01660	304985.179588586	271383.487547352	426549.301668814	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	399290.00454107	204378.118941095	399290.00454107	399290.00454107	426236.65883268
ostta11g01710	114748.572803691	518156.989902911	63454.8879952889	104077.342579606	701607.043674449	80991.2434934736	200502.879415761	421282.261943418	66765.8679416214	300283.25035145	510640.220674567	135677.865698586	65179.1670770078	439403.152140652	567388.885932353	128653.592461207	31859.0937721024	63454.8879952889
ostta13g01320	236145.726433877	147687.607058736	104953.394813411	72035.1147698191	91768.3180617235	200556.970895703	242574.059906373	223672.503797847	162718.145960928	35824.3470012868	138121.261728555	200556.970895703	186957.139385057	237335.166716105	200556.970895703	233656.343376338	187464.669485793	104894.441518286
ostta14g00220	81698.3377145478	92427.8826976228	274389.14823154	48873.5392641137	12597.8827858701	113578.110054363	74013.2229724583	67685.145526665	107443.284895307	99395.8090550469	99395.8090550469	99847.4016795668	91445.2269903795	48178.3725514329	89758.9639418157	77399.2475172575	45522.5806034874	274233.57152225
ostta09g00630	664375.540571821	568851.488736055	513127.694934334	639866.870551183	568517.56435229	479191.674312508	586690.455153573	496030.571078809	467601.440342866	838197.481188344	428320.019395167	438468.099302709	589390.828204382	427831.537463259	495654.32128055	561746.555967502	546150.726751507	512709.598161706
ostta02g05540	355176.135172248	274461.836688304	202471.897228573	340259.584953688	640239.545186189	278634.563622228	185490.080989303	134253.762066677	150076.699094128	174143.398601792	213184.940504267	314778.538111337	89475.8188801013	169688.418874155	313620.699144399	178111.456234667	238350.019205431	202366.466319779
ostta08g04200	859687.215403349	1180883.28650416	1077953.87393677	1052331.07104263	1421181.47736044	742793.697782587	749131.161844727	593123.832269136	693720.179967933	1040438.93928873	1426582.61583761	420915.661955071	842282.337714294	601524.157278237	807323.596416097	698143.913828792	834785.335178772	1076570.8667825
ostta12g02690	187595.859325081	130951.214487865	124172.260869374	359454.938376567	199645.180671949	362251.852086486	215222.597415959	211382.319870556	368763.525055862	221022.604699379	98942.5735470669	140607.00236366	236149.020038632	197516.817892009	295672.718162178	161666.477027418	192254.894319896	124127.849885551
ostta02g02730	154776.285817525	233456.854881531	182065.633574398	424177.492782894	394020.699818419	302510.045074887	277423.338304793	267021.939440786	175418.248366175	588795.429401145	488451.0283964	56881.7806497125	412119.257269229	139187.551789888	38765.2996191636	127075.417085687	375788.985456317	181976.069485929
ostta09g02590	118376.525696189	80534.5889087892	252302.596286088	113843.855172445	154529.392703629	370750.069482588	165768.006771472	165768.006771472	389456.661019069	165768.006771472	165768.006771472	153957.339454772	209967.780060333	268541.462236535	167296.875847219	352533.429324913	388644.387207158	252172.707906469
ostta08g03980	387619.731639461	337805.657407121	365508.004140324	278569.196070896	244688.239930393	354271.933713785	340404.850523965	293437.795875392	343678.06552106	81525.3201364325	255076.785721244	333867.522753318	249432.882210687	223416.911529971	199034.233351576	223410.761530383	333494.74579661	365246.729167872
ostta16g01350	138864.772498471	144115.873016282	175247.19583957	156019.364392247	197635.708624402	17917.795828126	74289.7268973925	134340.394314428	181886.03867787	163708.804115106	163708.804115106	110123.395813061	112844.110437076	163708.804115106	191221.805826666	163708.804115106	155708.13363283	175165.988456139
ostta12g00790	160237.541756744	158282.453793391	454306.302182512	190963.018425221	129413.112463288	342933.792187674	207372.350385044	173710.300725533	341214.344781997	78386.3663802828	218797.610701646	521838.787347455	229666.066847161	152798.70678523	494164.468984953	164764.121034846	191708.9967405	453843.452343927
ostta16g02610	107181.51649138	166881.326655619	84740.7472969028	79471.3832636778	144876.202904554	76017.3867307143	131842.696609944	96283.0616207414	66737.6343614662	105564.27752396	177397.479539816	76017.3867307143	71267.0378866662	101923.605525345	76017.3867307143	52146.7782684787	97920.3743147335	84707.4504514419
ostta09g03780	318184.913966228	441900.801600935	134094.217738203	349559.366875025	389039.990415815	136406.396737129	266933.156794066	233180.52382834	213963.084394165	465498.953370699	291137.055908468	108380.770550836	118875.237203507	175258.255307398	212124.745235963	158776.313511509	94426.1950830017	134039.755403909
ostta18g00330	1692535.05977691	1271158.74827122	1448550.05343818	1275140.77897933	1148383.9572203	1241688.38829138	1543571.32931438	1912522.68964097	1131442.86491829	334530.071154804	1391789.74920468	1389753.65238764	1932714.46682433	1885255.05805205	1325423.46850895	2019610.35073187	1651413.00465456	1445988.07643168
ostta06g00310	468353.357769408	384489.64684522	346309.976968822	532713.757904826	359253.52354866	352129.208107704	357175.425536809	361743.123600687	336234.526899632	245741.663305415	515159.783622722	337806.314532053	588459.494693636	332013.345000291	339874.208589811	501678.04644058	466486.007733606	346085.63610989
ostta09g00130	840963.086228285	757749.080182625	780722.301820508	917097.298816432	732501.918418238	878515.740762278	1064632.39733888	1062072.51776786	828305.187820536	418963.187484615	558681.539134965	833067.366041078	727919.192216759	764910.729602597	800112.196927254	623921.734028989	794018.621608708	779768.876018882
ostta01g05640	413564.191884432	543732.933913496	77874.2975221031	257999.860103338	198933.232775697	410138.835414108	140245.277567518	119434.830107671	325843.684474404	173248.729239107	52262.6000520661	77874.2975221031	77874.2975221031	138133.101878681	71381.2240561245	77060.0937250434	77874.2975221031	77874.2975221031
ostta04g04050	113149.707204622	149772.552887504	98096.1720919805	324650.5573956	242308.351022147	182699.070088602	135575.882691754	144026.658956845	207082.437664822	298934.508568908	252649.72704337	4310.8756914621	154479.821671471	91409.4673580774	175081.927169437	46836.9645275685	130090.542656635	98060.5187350392
ostta15g01340	623661.884267992	950644.202913826	522204.390559167	679979.683901108	1022506.33597588	449062.12992008	645815.044897509	996957.330796476	402360.687339714	463856.713247286	400277.494705074	470552.81452438	432139.604356489	701157.024321084	509465.959399894	494817.591427087	889832.869518013	521713.650638599
ostta17g00040	343154.552486102	386481.139675577	403551.616543683	368683.848240487	368683.848240487	321262.849248961	281810.398868964	228592.271615297	342442.427521917	368683.848240487	368683.848240487	373963.142080337	215283.826054038	244280.253845514	405105.855310256	162121.520436148	427729.47767119	403260.091215446
ostta15g01540	322746.374234191	409126.357973958	496259.077024989	459863.108004293	356986.019242266	393842.382431566	424079.210063475	332492.803685901	387365.996458663	487928.209212461	903957.197706912	90977.7971581465	424864.663735479	314840.500171276	222957.265556222	263460.444302665	298306.035433303	495825.816645279
ostta09g03090	493358.162429977	575160.27494432	465991.280287727	323949.520418908	178525.069647699	268311.170088971	391306.050686919	298393.820125498	299208.716804251	410003.604967985	232378.284297694	388026.595846363	435501.191269747	346135.577201103	289937.401300379	463306.168047571	438882.499976941	465605.128843282
ostta16g00470	39664.141934024	77705.0761377242	42586.5778414028	47917.0215459739	164172.388146027	42586.5778414028	49307.0291579283	118600.095364686	42586.5778414028	42586.5778414028	42586.5778414028	42586.5778414028	92559.8310988831	42586.5778414028	42586.5778414028	42586.5778414028	46796.8908532617	42586.5778414028
ostta05g02610	93065.3786349831	112493.300495384	347415.031989119	91771.9939532291	265983.979078619	250754.97655502	364424.407685934	364424.407685934	317208.299751379	364424.407685934	364424.407685934	500694.799376045	364424.407685934	364424.407685934	682136.284060964	364424.407685934	364424.407685934	347171.659444528
ostta07g00400	473758.226295453	538042.429246194	213250.328861237	580016.691711642	1006196.43295767	760751.091759073	410415.742185206	459601.99267591	89556.0003439008	595449.376292388	429534.28372572	55592.7044634253	472528.165436591	340234.494711187	257735.63153406	372229.950120975	780127.647742247	213136.79945417
ostta15g00650	916467.287533396	956093.330271151	1375657.60878658	902056.674593223	834432.329671832	798026.779555057	763216.063062257	665081.061061127	676815.496579034	1094084.94468917	336571.503123578	1471289.061934	903929.254893992	770882.925645289	1547781.65964345	939554.387277697	973786.295466696	1373307.19757694
ostta10g03290	637247.025108392	473823.169315906	520566.076502134	482162.518422464	285709.713675762	543164.109145649	391154.175610806	317058.33138835	480115.829905025	738492.853873866	637323.118195355	603803.478396548	888997.346667529	612531.391392636	339594.469588899	381044.620193733	406329.478700132	520071.215399402
ostta08g03200	494009.382800921	599556.252883156	497750.984654575	473361.9280444	448763.011953357	476048.582372185	443693.88072473	434052.788241174	347208.819253292	437385.506245208	423213.645159044	416868.858895012	452863.966353975	415292.560883099	177111.126863121	422746.553952204	460663.409387114	497314.383955026
ostta01g03110	320957.786766259	498777.245271108	338487.336503979	287533.042105887	435007.29580281	255376.084974257	264146.979974989	389654.285763129	253138.180770119	384945.972191465	298039.690029889	267763.074360727	295518.570472313	282269.22215406	291551.890765749	275317.332774524	364429.274219821	338260.381758097
ostta02g00870	207727.970659344	217346.332207823	591401.344666983	226273.473268722	184829.239672751	500537.6974356	192772.956363203	162499.813382931	513777.746513399	642732.694512509	290591.23981632	540395.315447307	214729.523951496	146882.354697017	148954.896074169	172761.965497908	162339.731929291	590831.390322783
ostta02g01930	501903.370498736	182816.117025072	359341.653987318	466836.451563303	184093.004101856	527009.626447263	484118.810766437	288646.346161657	459106.302309323	435817.679153757	435817.679153757	436009.087063608	221704.2621594	122183.756542897	514572.341593382	255344.919804368	127673.45172106	359084.167206172
ostta16g02340	430198.576679558	471871.62316277	663802.087305898	81254.7469612593	64005.5184634285	431592.731164633	231922.453438584	194293.780390328	539980.880083001	448073.72734613	448073.72734613	576431.126868572	448073.72734613	310859.728680439	599470.791048777	318229.770273002	448073.72734613	663160.22322976
ostta20g00070	1128259.56031863	1044353.60745139	832874.536833407	902212.445564174	718998.363352883	667573.425972612	1120530.36038046	890558.113845462	430614.283945126	448276.83537571	1113021.08092255	710966.76605798	1393855.18824825	884720.904914555	715504.250522671	1053652.55262531	906132.367375192	831897.280692742
ostta09g02210	424468.03139993	420972.484476851	318092.591887369	395913.266151187	357220.640190116	297809.144107137	331759.672930865	257380.331132793	433754.683564676	234439.402701357	323058.716034139	269742.570659073	438929.111456017	361079.948133966	200917.504361105	332664.909524537	450903.704033492	317880.180469675
ostta13g01480	34078.758416933	37469.2016211347	57773.839142073	33576.0530720241	43111.6865879848	38651.2214930756	38651.2214930756	38651.2214930756	75376.4789454029	38651.2214930756	38651.2214930756	38651.2214930756	38651.2214930756	38651.2214930756	38651.2214930756	38651.2214930756	38651.2214930756	57752.1031015592
ostta09g04250	239482.508077962	223201.850374753	220908.0524367	123820.397384733	96421.2527204527	143362.918502408	269278.261083667	309964.784374772	128956.146783579	457044.348090292	224991.747781574	128172.559117989	381173.845991169	272907.265944719	132738.135618322	326843.374505596	493914.793816454	220780.859544338
ostta05g00970	85092.1216250285	77058.8766551348	100381.60799034	82712.76789948	37760.685818655	39499.4671860533	227129.822931176	609272.13348602	84559.595703896	173157.226192803	190855.595219137	188621.645417796	239279.02594766	375005.886768791	118418.942889048	278558.948033174	79483.3331840209	100339.958692527
ostta04g00730	277552.783239688	177805.918031469	157993.42255724	154117.000486706	129803.554681349	144945.96194362	129312.86022294	125154.39630138	115666.021916713	152222.768813302	102616.862167188	142904.009827398	82645.5362090956	137887.429918423	161472.348189212	162342.088518088	157520.574446698	157919.37635832
ostta11g00605	226363.714109497	446357.031294496	484043.332057945	260565.721830569	370736.927467066	375193.5849552	162649.526564841	194148.610999097	374526.018705905	242581.159526332	453944.948860806	408131.54764212	267319.364540156	283800.049276977	453179.84665263	333040.990002127	427960.340227623	483634.401171773
ostta01g06430	297795.082498654	285642.235528648	164446.970654297	186913.430772876	217044.146508814	220338.764592755	164446.970654297	164446.970654297	164446.970654297	209621.22705034	137544.957219574	164446.970654297	173091.055280981	183261.740519811	34381.6066439457	105793.968894135	257347.667867985	164446.970654297
ostta04g01620	1198817.33379489	1492098.4487617	1066114.65043483	1269512.16821744	1775899.22088876	1034014.47567972	1128196.46335914	1501486.06316912	1155463.08059888	1319452.68725957	764320.296259563	1058579.51247518	1242759.79317834	1291889.49500151	1070937.0963869	1063023.96086303	1318058.77992143	1064603.34563499
ostta04g03370	560055.163456402	709523.5584952	199030.121839787	552578.375148256	656727.187402227	167975.511513055	321484.586983608	285174.073173016	144350.681363448	779724.159240644	504067.976358792	191780.55010997	414317.069898542	231229.358264988	173312.690644864	294283.770128389	333058.975420569	198925.151144048
ostta11g03090	625780.638817306	1091219.33631469	820969.53798036	666179.795764859	774199.411412642	749646.721574304	952521.136029019	1286805.89395054	837518.546461103	354983.149588512	573275.41678457	1014905.63476724	816079.622771547	601787.590394816	1303419.28996766	736043.95826177	957287.192123384	819935.671693067
ostta10g00220	68745.8498695695	150416.011487754	199366.297026625	107518.914171188	176281.857110465	172159.668711919	51287.0447062144	104915.998543774	83381.6536936183	137853.148024035	211444.895249844	144326.257416464	68256.5679191414	172159.668711919	107307.373816869	172159.668711919	160070.541249651	199259.611272347
ostta10g00940	1896613.21053822	986634.13180526	2557694.84564492	2987963.06673515	1267659.86492969	9182040.89257425	2549425.1645213	2882989.10579775	6070478.35145125	1728309.40691986	1133777.12839521	3010064.39884373	1131498.80595823	6867237.45004613	2745162.80026672	1590873.45900056	770110.129421904	2551713.01383112
ostta09g03050	13746.7147497629	19868.5242198008	101783.003043931	30157.4881710954	39509.2605316335	88202.6193743095	48725.6719329164	49786.0986238631	90034.0289241208	84469.3768700128	90257.0542121265	91768.7133445558	94058.4114712369	94058.4114712369	43710.8622287506	94058.4114712369	94058.4114712369	101745.777022206
ostta01g05470	218253.79277166	219964.763712959	141999.887003218	193266.857836793	193266.857836793	199459.496164187	95998.9734829847	114591.780649339	191378.392120395	212046.155902687	383875.765541916	66812.5919895556	39101.539596068	86393.0783453672	65499.7575299171	45127.3640347414	14955.7016668712	141932.341180685
ostta13g02130	220227.737553104	562942.63666427	204661.467579703	35530.2367115855	80191.0381959385	132978.463795127	53012.7873531365	65581.74462301	107968.179217076	462306.902543834	336008.964566967	304100.772969393	246849.88050598	267005.620653595	612814.156270196	165480.060717198	242928.909752703	204542.463826139
ostta15g02890	655730.158326439	689163.833674405	589686.710510649	644167.893044107	662684.784059311	470580.677162681	578588.768905119	476629.69142683	489964.679239272	974371.805312383	794247.685713859	573665.920973115	595758.450165268	559441.459591472	507874.326643799	718330.130168456	559300.022809925	589153.778559823
ostta06g02370	805723.656044338	278219.473210594	280883.31779499	443613.833094876	215172.64723687	230096.358071679	377532.730842425	336309.080096809	254774.91846124	591612.473820881	403129.751962048	235718.333550482	723339.752107311	434687.894715429	210268.222578127	619496.636811431	294081.011296876	280696.86593947
ostta06g00480	245009.208576853	248294.002308477	501689.581685846	115968.625349756	61970.3978361467	321308.192706409	116623.216797724	110970.16085844	320175.824077624	156515.924067447	155617.222038268	371013.262371427	151110.382070496	54825.7566128363	457014.421390739	85072.1654624327	115107.129533021	501214.880925338
ostta10g00530	678626.624660059	845392.381836065	892539.820172155	394988.397305956	472596.791155829	944593.13609094	510673.554863007	617342.712209405	964119.684827976	224250.236117999	521356.424298291	946797.081985066	531400.575357662	421011.526055122	1008025.34417577	288822.294707934	625347.227448717	891437.28981939
ostta02g00390	241951.474677471	192323.287892683	179082.357596314	101362.40136819	103308.608950257	200104.584980791	194504.101574188	216660.154414432	123623.030928886	178849.224161603	178849.224161603	186252.258440429	186290.85905365	235499.746362957	130354.399199492	264533.237696002	208011.60994791	178989.885088666
ostta16g00090	450229.396686186	201229.961461842	1108517.53530195	577615.211805784	1193664.93474997	1127601.97271534	356732.158786523	727143.080562419	1105215.53015022	1524749.9677062	1025023.91396559	980618.775551271	351473.357066783	920974.078172063	1112609.4989291	293684.470987365	1414907.59285544	1106941.5778403
